ResponseID,Interface,Webam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,AvgWork,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgPersonal,chatting with a friend.,focusing on the document person A is talking about.,AvgMeeting,looking at a document for another project.,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude
R_2PjLSJSgCC2TyG8,bigsmall,main,146.186.83.113,9/22/2015 17:17,9/22/2015 17:52,2257happy,Chrome,43.0.2357.134,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36",0,0,71.703,0,17.924,24.62,33.728,4,1,,,1,,1,,talking,listening,7.919,22.343,23.255,6,4,4,2,2,4,4,5.845,9.54,10.465,3,4,4,4,10.354,25.467,26.949,9,4,2,1,,4,3,2,,2,5,,1,,,,,,,1.276,5.981,8.088,3,2,3,1,39.96260071,-76.72769928
R_2WI3xBOKZPYzP6s,bigsmall,main,54.148.44.119,9/22/2015 18:32,9/22/2015 18:38,8620happy,Chrome,45.0.2454.93,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,79.406,0,14.46,59.491,61.263,3,1,1,,,,1,,a girl talking whit video camera,sharing information with the other person,5.398,7.701,8.443,6,4,4,4,4,4,4,3.007,5.221,5.912,3,4,4,4,6.818,12.448,15.752,9,4,4,4,,4,4,4,,4,4,,4,,,,,,,1.815,13.382,15.212,6,1,3,5,45.83990479,-119.7005997
R_t0s7EAeZNCw0Frj,bigsmall,main,174.24.50.148,9/22/2015 18:41,9/22/2015 18:49,5629happy,Firefox,40,Windows NT 6.3,1280x800,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,100.434,100.434,102.128,1,6.81,154.288,176.74,3,1,1,1,,,,,"Person A was looking into  the cam for most of the conference, but was looking away not paying attention. ",Person B was doing most all the talking and explaining the project and her thoughts.,3.377,25.024,25.974,9,4,4,1,5,5,1,13.071,26.831,27.601,3,2,2,4,10.975,31.862,33.02,9,2,4,4,,2,4,1,,1,2,,4,,,,,,,1.199,6.775,9.109,3,2,5,1,38.83389282,-104.8214035
R_1HbiCfCYDMPa3fG,bigsmall,main,187.189.148.180,9/22/2015 19:04,9/22/2015 19:12,3675happy,Chrome,30.0.1599.114,Linux x86_64,1024x768,"Mozilla/5.0 (X11; U; Linux x86_64; es-MX) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.5.1IT",0,0,123.384,0,14.891,205.541,207.884,12,1,1,1,1,,,,girl talking,girl ignoring,14.463,24.457,25.517,6,3,4,3,4,3,3,2.024,3.644,4.237,4,3,4,4,12.074,27.203,28.531,10,4,4,3,,3,4,4,,3,4,,4,,,,,,,1.806,10.743,12.021,3,1,2,6,20.66670227,-103.3332977
R_1XFjrYspCizj7F3,bigsmall,main,199.58.164.123,9/22/2015 19:18,9/22/2015 19:23,1146happy,Chrome,45.0.2454.93,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,86.919,0,4.962,12.704,36.232,4,,1,,1,1,,,talk with other person,talk about via skype or online,23.906,34.227,35.592,8,4,4,4,4,4,2,7.038,8.332,9.113,3,4,3,4,13.182,20.625,21.347,10,4,3,3,,4,4,3,,2,4,,4,,,,,,,1.366,7.578,9.401,3,1,3,3,32.80729675,-117.1324005
R_6MxPqvGDe6ZMOc1,bigsmall,main,174.61.79.26,9/22/2015 19:32,9/22/2015 19:39,9729happy,Chrome,45.0.2454.86,CrOS armv7l 7262.52.0,1366x768,"Mozilla/5.0 (X11; CrOS armv7l 7262.52.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.86 Safari/537.36",3.055,75.313,77.978,3,2.033,132.895,135.688,7,1,,1,,1,,,Talking about a location ,Listening and looking at computer,5.475,32.584,33.875,9,4,3,4,3,4,3,15.317,32.913,34.282,5,4,4,4,0,0,0,0,3,4,3,,4,3,2,,2,4,,2,,,,,,,2.163,13.97,15.988,6,2,4,3,25.78889465,-80.29620361
R_3lVLGlig4RSXJZT,bigsmall,main,74.237.180.157,9/22/2015 19:34,9/22/2015 19:40,9282happy,Chrome,45.0.2454.93,Windows NT 6.1,1680x1050,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,89.96,0,5.943,39.387,65.859,5,1,,1,,1,,,Person A is looking at the Person B while talking and discussing about the marketing campaign.,Person B seems to be paying attention to her but also focusing on other things also on her computer screen.,5.033,19.837,20.384,6,4,4,4,3,5,4,6.254,15.703,16.535,3,4,3,4,3.225,23.341,25.302,10,4,4,2,,5,4,2,,2,5,,4,,,,,,,1.176,14.468,16.222,4,2,4,6,34.84129333,-87.30020142
R_UXTQbyc1Ppe4RmV,bigsmall,main,23.27.44.108,9/22/2015 19:37,9/22/2015 19:42,4787happy,Firefox,40,Windows NT 10.0,1600x900,Mozilla/5.0 (Windows NT 10.0; rv:40.0) Gecko/20100101 Firefox/40.0,8.98,79.655,80.756,3,8.971,11.235,16.008,2,1,,1,1,,,,home,local,1.819,5.482,6.444,7,2,3,3,2,3,3,1.3,2.054,2.924,3,2,3,3,0.128,6.764,7.857,10,2,3,2,,2,3,3,,3,2,,3,,,,,,,4.215,13.999,15.8,5,1,2,3,37.33380127,-121.8914948
R_tJU8vI1i70zqpbj,bigsmall,main,58.97.231.200,9/22/2015 19:43,9/22/2015 19:47,9294happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,57.695,57.695,72.271,1,5.668,9.947,16.722,4,,1,1,1,,,,talking,listening,1.487,5.638,7.015,7,5,4,5,5,5,4,4.797,7.133,7.787,4,5,5,4,6.244,27.492,28.423,9,5,5,2,,3,4,3,,2,5,,4,,,,,,,3.549,8.325,9.389,3,1,3,4,23.72309875,90.40859985
R_Brdx7917XQzSS8V,bigsmall,main,71.227.1.14,9/22/2015 20:02,9/22/2015 20:05,9672happy,Firefox,40,Windows NT 6.3,1252x704,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,14.392,64.026,71.772,3,2.634,39.39,53.119,6,1,,1,,1,,,She was describing campaign locations,"She was listening, but was distractred",6.17,23.042,24.677,6,4,3,4,1,4,2,7.541,13.951,15.341,3,3,3,4,6.019,29.146,30.336,10,3,4,3,,4,3,2,,2,3,,3,,,,,,,1.542,9.402,12.827,3,1,4,1,42.65550232,-83.52639771
R_R49Di44VCjYQk93,bigsmall,main,24.41.68.35,9/22/2015 20:03,9/22/2015 20:06,2546happy,Chrome,45.0.2454.93,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",58.417,58.417,81.903,1,1.459,27.648,40.262,6,1,,1,,1,,,"spent most of the time looking at the screen, talking to person b","looked away from screen, didn't say much",2.982,11.359,11.84,7,1,1,5,4,5,1,9.31,15.969,16.919,4,1,1,3,2.586,11.779,12.56,10,1,4,4,,2,1,1,,4,1,,1,,,,,,,1.085,8.889,9.938,3,2,3,3,42.26229858,-72.50279999
R_1QG9ZAleALAHsbJ,bigsmall,main,172.164.6.154,9/22/2015 20:18,9/22/2015 20:25,4136happy,Chrome,36.0.1985.143,Windows NT 5.1,1152x864,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",85.652,112.653,113.535,2,35.349,134.178,153.35,5,1,,1,,1,,,person A is explaining the locations to person B,person B is like a little distracted,5.666,21.114,22.223,6,4,3,5,4,5,3,10.387,18.016,18.548,4,4,3,4,12.212,27.33,28.479,9,3,3,3,,4,3,3,,3,2,,3,,,,,,,1.321,15.009,16.9,3,1,3,2,38,-97
R_pxBQghEmpMj3Stb,bigsmall,main,72.204.13.128,9/22/2015 20:41,9/22/2015 20:46,8803happy,Firefox,40,Windows NT 5.1,1600x900,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,50.685,50.685,76.01,1,26.98,62.199,74.763,5,1,1,,,,1,,they where talking and shaking their head,talking and looking around,8.002,27.888,29.392,6,3,3,4,3,4,4,10.241,11.657,13.875,3,4,4,4,10.014,34.337,36.195,9,3,2,2,,4,3,2,,2,4,,3,,,,,,,1.722,9.318,11.839,4,2,4,1,36.11889648,-93.98400116
R_2rABeyhqjYoqguB,bigsmall,main,23.27.248.85,9/22/2015 20:44,9/22/2015 20:48,1964happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",80.183,80.183,81.041,1,4.263,34.093,34.894,7,1,,,1,,1,, good,comform,1.375,3.547,4.823,6,3,3,3,3,3,3,1.315,3.152,3.662,4,2,3,4,2.02,5.946,6.918,9,3,3,3,,3,3,3,,3,3,,3,,,,,,,1.067,4.566,6.317,3,1,1,1,37.37210083,-121.8643036
R_1KqlJZsjBb7ukj9,bigsmall,main,72.219.10.101,9/22/2015 20:50,9/22/2015 20:53,6425happy,Chrome,45.0.2454.99,Macintosh,1280x800,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,94.934,0,2.368,3.87,24.144,2,1,,1,1,,,,Sitting,moving around,1.645,3.786,4.894,6,4,4,4,5,4,4,0.42,5.301,6.087,4,4,4,4,11.366,16.667,17.842,9,2,2,3,,3,4,4,,4,4,,4,,,,,,,0.865,5.313,6.709,3,2,3,5,30.59190369,-90.99130249
R_5hcv6nSMdvCY5hL,bigsmall,main,54.174.77.195,9/22/2015 20:55,9/22/2015 20:58,5179happy,Chrome,47.0.2508.0,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2508.0 Safari/537.36",0,0,73.299,0,6.987,32.61,41.614,5,1,1,,1,,,,mom,girls,2.939,5.829,7.204,6,3,3,3,3,3,3,1.271,4.115,5.253,5,3,3,3,2.454,8.046,9.621,10,3,3,3,,3,3,3,,3,3,,3,,,,,,,1.689,8.579,9.594,3,1,2,7,39.04370117,-77.48750305
R_11jPkUqHfSGvqft,bigsmall,main,198.177.95.129,9/22/2015 21:29,9/22/2015 21:31,5555happy,Chrome,45.0.2454.93,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,74.519,0,0.867,3.667,14.699,5,1,,1,,1,,,reading from piece of paper,staring at the computer,2.038,8.525,9.34,6,4,4,1,1,4,4,18.629,19.644,20.032,3,5,5,5,11.178,20.433,20.984,9,4,1,1,,4,1,1,,1,4,,1,,,,,,,1.008,4.16,5.262,3,2,3,2,43.08799744,-87.97640228
R_1gNDUTLCc6scWKe,bigsmall,main,199.120.116.193,9/22/2015 21:32,9/22/2015 21:36,1133happy,Firefox,40,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,145.423,145.423,148.511,1,3.464,21.242,32.782,3,1,1,1,,,,,Talking.,Not copletely listening.,2.68,9.842,10.922,7,3,3,3,3,4,3,5.197,9.373,10.824,3,3,3,3,5.799,13.648,15.813,10,3,3,3,,3,3,3,,3,3,,3,,,,,,,1.455,9.182,10.744,4,2,3,2,41.4571991,-95.66829681
R_3MilqpvG7d0ZGkI,bigsmall,main,207.250.187.226,9/22/2015 21:33,9/22/2015 21:40,7962happy,Firefox,40,Windows NT 6.1,1600x900,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,74.096,0,7.157,31.566,34.364,8,,1,,1,1,,,Talking to person B,Talking to person A,2.828,16.23,17.485,7,4,4,4,2,4,4,5.664,7.628,8.386,3,4,4,4,24.244,48.282,50.436,11,4,4,2,,4,4,2,,2,4,,2,,,,,,,6.474,18.491,29.529,3,1,3,4,39.10969543,-84.50460052
R_3imtQVrhfxnF1PJ,bigsmall,main,75.134.98.128,9/22/2015 22:02,9/22/2015 22:08,5979happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",36.369,36.369,142.69,1,10.544,84.077,86.628,6,1,,1,,1,,,Explaining about 3 different locations to display their company ad,Listening and viewing the exlpnations and the explained locations,5.52,19.266,20.69,6,4,4,2,2,4,4,6.985,19.522,20.313,3,4,3,4,5.356,29.212,29.98,14,5,1,1,,4,1,1,,1,5,,1,,,,,,,1.153,20.664,22.508,3,2,4,1,42.30439758,-85.6292038
R_1SQgY84MUJbC9pL,bigsmall,main,209.6.138.58,9/22/2015 22:07,9/22/2015 22:10,7359happy,Firefox,40,Windows NT 10.0,1366x768,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,72.051,0,3.649,20.665,30.285,5,1,,1,,,1,,Speaking about locations to Person B,Listening to Person A,4.607,26.399,27.617,7,5,5,3,2,5,5,6.368,15.582,17.157,3,4,5,3,6.609,25.841,26.829,9,3,1,1,,5,2,1,,1,4,,3,,,,,,,1.821,6.11,8.555,3,2,6,1,42.32209778,-71.13339996
R_WDqHmIdPL0QmSzv,bigsmall,main,24.101.32.13,9/22/2015 22:12,9/22/2015 22:20,8998happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,88.946,0,29.86,216.387,263.592,9,1,,1,,1,,,asking for opinions on her scheduled agenda,looking at exhibits and emails to get a description of person a's plans,9.539,28.606,30.467,6,5,5,3,1,5,5,16.633,21.598,24.904,3,3,5,5,7.644,39.982,43.959,10,5,1,1,,5,1,1,,1,5,,1,,,,,,,5.802,18.026,23.657,3,2,5,1,41.64649963,-80.1733017
R_2zpy8RG37teYWbS,bigsmall,main,108.248.149.121,9/22/2015 22:15,9/22/2015 22:23,4125happy,Firefox,40,Windows NT 6.1,1024x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,76.138,0,15.352,62.761,108.571,4,1,,1,,,1,,I saw person A giving instructions to person b. Person A seems like she was inthe know about the project,I saw person B listening attentively to Person A. I also saw person B address her computer to follow up on something that person A had said,15.299,35.13,37.127,6,5,5,4,4,5,5,8.813,19.941,20.982,3,5,5,5,8.565,29.845,34.186,9,5,1,1,,5,2,2,,1,5,,1,,,,,,,1.443,6.074,8.772,3,2,5,3,33.74530029,-84.38289642
R_3O0J2kMIgszwnPz,bigsmall,main,24.101.32.13,9/22/2015 22:21,9/22/2015 22:29,7790happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",9.569,15.048,79.565,2,4.482,76.772,85.21,6,1,,1,,1,,,Relating her plans to person b,looking at the information provided by person a,4.149,28.243,30.799,6,5,5,3,1,5,5,10.64,16.239,18.256,3,2,5,5,5.441,34.791,39.351,9,5,1,1,,5,1,1,,1,5,,1,,,,,,,5.371,12.728,21.038,3,2,5,1,41.64649963,-80.1733017
R_3QuDHyLafJXQS9b,bigsmall,main,71.91.42.188,9/22/2015 22:23,9/22/2015 22:30,3730happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",1.499,89.688,90.508,3,7.812,12.6,38.498,4,1,,1,1,,,,talking to the other person,"listening to the other woman talk, looking off into another area",1.763,37.743,38.596,9,2,3,5,3,5,3,10.6,17.451,18.223,3,5,3,3,8.815,23.653,24.492,12,4,2,2,,4,2,2,,2,4,,2,,,,,,,1.583,10.14,11.145,5,2,2,3,32.51409912,-86.58630371
R_2EE5XgstVUDAhCG,bigsmall,main,66.61.100.164,9/22/2015 22:38,9/22/2015 22:43,5294happy,Firefox,40,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,7.26,39.451,72.164,2,6.734,88.978,90.263,7,1,,1,,1,,,She was asking the other person her opinion on three possible sites for an outdoor ad.,She was listening to the three possible sites for an outdoor ad and asked to give her opinion where the best site is located.,4.577,25.849,26.609,6,4,4,4,4,4,3,3.837,8.423,9.218,3,4,4,4,16.457,43.468,44.116,10,3,3,3,,4,3,1,,2,4,,3,,,,,,,1.238,9.854,10.641,5,1,4,1,41.36489868,-82.11499786
R_25v9fGkXHwv0g7B,bigsmall,main,24.101.32.13,9/22/2015 22:53,9/22/2015 22:58,7759happy,MSIE,11,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:DOWNLOADED; rv:11.0) like Gecko,0,0,76.244,0,4.263,58.173,88.551,5,1,,1,,1,,,Advising her office assistant of her proposed ad campaign,Listening and reviewing the ad copy.,4.516,26.219,29.584,7,4,5,3,1,5,5,7.172,12.5,14.41,3,4,5,5,7.372,44.148,47.426,12,5,1,1,,5,1,1,,1,5,,1,,,,,,,3.36,22.548,28.323,5,2,5,1,41.64649963,-80.1733017
R_124k9ArCSEOszwO,bigsmall,main,162.223.94.69,9/22/2015 23:08,9/22/2015 23:10,5800happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,7.411,0,1.608,5.687,19.93,5,1,,1,,1,,,better,beautiful girl,1.456,7.538,8.562,9,3,4,4,4,3,3,1.571,3.192,3.813,4,3,4,3,0.832,3.864,4.289,7,3,4,3,,3,4,4,,4,3,,4,,,,,,,5.72,9.416,10.59,4,1,3,2,39.7460022,-75.54660034
R_0iEr41ya8EW0OR3,bigsmall,main,54.148.44.119,9/22/2015 23:17,9/22/2015 23:21,3231happy,Chrome,45.0.2454.99,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,75.304,0,11.619,57.651,59.707,8,1,1,,,,1,,explain a plan of action,not paying attention,2.254,8.241,9.957,7,4,2,4,2,4,2,3.027,5.117,6.279,3,2,4,1,1.673,7.509,9.453,8,2,4,2,,5,3,1,,2,4,,3,,,,,,,1.495,6.922,8.89,3,1,3,1,45.83990479,-119.7005997
R_1QbGXOPnS09Teg4,bigsmall,main,67.246.232.124,9/22/2015 23:26,9/22/2015 23:33,6224happy,Firefox,40,Windows NT 6.3,1920x1080,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,74.515,0,13.383,71.086,98.371,3,1,1,1,,,,,was listyening then something else caught her attention,it looked like she was reading from a script,7.773,48.659,50.109,10,2,2,4,4,4,2,17.853,24.965,26.096,3,2,2,2,10.384,33.67,35.462,10,4,4,2,,4,2,2,,2,4,,2,,,,,,,2.297,14.338,16.965,3,2,4,6,43.22850037,-77.65579987
R_2vYsMn8uhIGLnO8,bigsmall,main,67.246.232.124,9/22/2015 23:34,9/22/2015 23:37,3294happy,Firefox,40,Windows NT 6.3,1920x1080,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,75.435,0,1.441,50.063,57.029,10,1,,1,,1,,,she was talking to person B,she was listening and looking at the pictures that were sent,3.192,14.927,15.97,7,4,4,4,4,4,4,7.24,13.687,15.692,3,4,4,4,7.676,23.834,26.277,9,2,2,2,,4,2,2,,2,4,,2,,,,,,,2.029,7.71,9.695,3,2,4,6,43.22850037,-77.65579987
R_WAPb8mOsSoBgOOd,bigsmall,main,187.244.138.115,9/22/2015 23:36,9/22/2015 23:39,1418happy,Chrome,30.0.1599.114,Linux x86_64,1024x768,"Mozilla/5.0 (X11; U; Linux x86_64; es-MX) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.5.1IT",0,0,71.645,0,1.48,34.649,35.99,10,1,1,1,1,,,,Girl questions,Girl neutral,5.588,19.422,20.112,6,3,3,3,4,3,3,1.518,5.942,6.512,6,4,4,3,6.393,17.341,17.873,9,4,4,4,,4,3,3,,3,4,,4,,,,,,,11.207,16.28,17.274,3,1,2,7,20.66670227,-103.3332977
R_2SluTAYglyHKL2W,bigsmall,main,107.140.176.37,9/22/2015 23:50,9/22/2015 23:55,5425happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",76.09,76.09,76.74,1,4.151,7.183,50.128,3,,,1,,1,1,,Talking to person B over a computer,Listening to person A on one computer and looking at someting else on a second computer,2.575,7.821,8.51,6,5,5,5,5,5,5,4.365,7.803,8.617,4,5,5,5,5.973,17.579,18.202,10,5,1,1,,5,1,1,,1,5,,1,,,,,,,1.154,6.646,7.955,3,2,4,2,42.28430176,-85.22930145
R_3psDV5WYjvVI8QA,bigsmall,main,64.251.22.13,9/23/2015 0:05,9/23/2015 0:21,7027happy,Chrome,45.0.2454.93,Windows NT 6.1,1280x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,71.791,0,3.294,187.756,280.104,8,1,,1,,1,,,"Person A was sent pictures on an email, she was telling to person B what the pictures were for a campaign","Person B was looking at the screen and getting the information person A was telling her, at one moment i think she received an message or something like that, then she looked to other direction to check whatever it was",10.348,354.951,355.318,14,3,2,4,3,5,2,12.441,28.34,31.446,3,4,2,4,15.355,58.176,70.972,9,3,3,2,,2,4,4,,4,4,,4,,,,,,,2.923,15.803,22.741,3,1,3,6,26.34829712,-80.15850067
R_3326fYJRNQtgznl,bigsmall,main,74.106.191.144,9/23/2015 0:23,9/23/2015 0:30,1407happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",21.827,21.827,142.763,1,14.666,56.797,91.712,5,1,,1,,1,,,i saw person A sitting talking to person b,I saw person B talking to person A person b seemed to be robotic,4.307,43.602,46.223,8,3,2,4,4,5,3,25.901,38.94,40.049,3,3,3,4,12.827,49.827,51.313,9,2,2,2,,3,2,2,,2,4,,2,,,,,,,1.559,8.525,10.068,3,2,4,4,42.10850525,-80.05000305
R_3EHeCCzhbGY1Bo1,bigsmall,main,74.221.1.110,9/23/2015 0:43,9/23/2015 0:48,4188happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,75.601,0,19.681,55.736,71.863,9,1,1,1,,,1,,Person A was talking softly.,Person B was answering questions.,5.35,23.726,25.414,7,5,5,5,3,3,3,6.912,13.143,14.145,3,5,5,5,12.366,34.856,36.527,9,3,5,2,,5,5,5,,2,5,,4,,,,,,,1.866,11.242,18.205,3,1,3,2,35.35409546,-89.89579773
R_1laasU52aI3gItY,bigsmall,main,184.1.136.234,9/23/2015 0:48,9/23/2015 0:54,6074happy,Chrome,45.0.2454.94,Android 4.3,360x640,"Mozilla/5.0 (Linux; Android 4.3; SM-N900T Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.94 Mobile Safari/537.36",0,0,80.115,0,15.539,53.905,84.962,3,1,1,,,,1,,"Talking about a project, but the voice was difficult to hear","Watching the screen, disinterested",8.786,24.125,25.438,6,2,2,4,4,5,2,11.733,21.248,31.442,3,1,1,4,6.297,30.354,31.56,9,2,4,3,,4,3,2,,2,3,,3,,,,,,,1.319,9.206,11.526,3,2,5,3,41.15319824,-85.48100281
R_BLXCj1NIaHZel1L,bigsmall,main,107.77.172.26,9/23/2015 1:07,9/23/2015 1:13,3218happy,Chrome,28.0.1500.94,Android 4.3,360x640,"Mozilla/5.0 (Linux; Android 4.3; en-us; SM-S975L Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36",0,0,79.254,0,3.988,42.788,74.071,5,1,,1,,1,,,discussing potential advertising locations for a new ad campaign,distracted appeared to be looking at emails or text message,4.509,31.743,33.887,6,1,1,5,4,5,1,6.366,12.849,14.355,3,1,1,1,4.433,31.152,32.332,9,1,5,5,,1,3,3,,4,1,,3,,,,,,,3.091,12.915,14.516,3,2,4,2,38,-97
