ResponseID,Interface,Webam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,AvgWork,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgPersonal,chatting with a friend.,focusing on the document person A is talking about.,AvgMeeting,looking at a document for another project.,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude
R_10ourCeO10EA0bu,bigsmall,main,173.175.164.207,9/14/2015 20:53,9/14/2015 20:58,5580happy,Chrome,45.0.2454.85,Windows NT 6.1,1360x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",28.378,79.018,80.523,2,8.689,19.907,38.649,4,1,,1,,1,,,talking and looking straight,she was looking at two screens,10.947,26.774,27.335,7,2,3,4,2,5,3,7.852,14.207,14.822,3,2,3,3,5.07,23.492,24.18,9,4,2,1,,5,4,2,,2,5,,4,,,,,,,32.352,40.591,42.133,3,1,4,2,31.78320313,-106.4975967
R_1IXZQ1WOOSx7Wd4,bigsmall,main,158.222.139.43,9/14/2015 21:57,9/14/2015 22:01,7017happy,Chrome,45.0.2454.85,Macintosh,1440x900,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,78.256,0,7.595,9.475,35.23,3,1,1,1,,,,,Asking questions and giving directions,listening and responding affirmitively,3.981,16.696,17.616,6,2,2,4,3,4,3,9.86,15.079,16.26,3,4,4,2,4.356,17.995,19.531,9,3,3,3,,4,3,3,,2,3,,3,,,,,,,1.243,5.54,7.347,3,2,3,3,40.81159973,-73.95300293
R_1f2Teme6Ap0T1Zr,bigsmall,main,66.85.148.53,9/14/2015 22:02,9/14/2015 22:13,5348happy,Firefox,40,Linux i686,1280x800,Mozilla/5.0 (X11; Linux i686; rv:40.0) Gecko/20100101 Firefox/40.0,8.598,26.798,200.138,3,6.601,174.867,180.178,9,1,,1,,1,,,Person A was talking stuff about marketing campaing and told 3 locations to Person B,Person B was listening to Person A about the topic conversation of the marketing campaign.,16.789,101.987,103.237,8,5,5,4,4,5,2,11.121,20.863,23.107,3,2,4,4,32.763,63.94,64.706,10,1,5,2,,5,4,1,,1,4,,5,,,,,,,1.633,7.397,9.854,3,1,2,1,33.43569946,-111.917099
R_1NenZeNqpuCfhgT,bigsmall,main,207.244.83.218,9/14/2015 22:32,9/14/2015 22:39,8190happy,Chrome,45.0.2454.85,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,222.464,0,5.088,33.36,41.57,7,1,,1,,1,,,The person A was asking the opinion to person B,The person B was listening the person A,23.55,36.623,36.977,8,4,4,2,3,4,3,2.451,8.69,9.034,4,4,4,3,33.644,49.644,50.231,9,1,1,1,,4,1,1,,1,3,,1,,,,,,,0.828,3.98,4.637,3,1,2,3,42.47549438,-70.9068985
R_2Bn5cHVgFoQZqVC,bigsmall,main,24.136.95.190,9/15/2015 0:08,9/15/2015 0:13,3407happy,Chrome,44.0.2403.156,CrOS armv7l 7077.134.0,1366x768,"Mozilla/5.0 (X11; CrOS armv7l 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",75.071,75.071,77.409,1,16.014,64.38,101.911,5,1,1,1,,,,,Person A is discussing material she sent regarding the project plans,Person B is going through her notes regarding person A and the project,5.384,17.808,19.373,6,4,4,3,4,4,4,6.513,14.133,15.514,3,4,4,2,9.442,25.498,26.882,9,3,3,3,,4,3,3,,3,3,,3,,,,,,,2.018,16.114,17.964,5,1,4,3,34.02020264,-118.3927994
R_1dBqipmMldA0bko,bigsmall,main,24.238.102.58,9/15/2015 0:23,9/15/2015 0:30,1514happy,Chrome,45.0.2454.85,Windows NT 6.0,1280x800,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",2.883,76.908,86.89,2,35.485,58.942,68.309,5,,,1,1,,1,,discussing the strategy,discussing,8.785,25.607,26.77,8,3,3,3,1,1,3,26.987,30.309,31.18,4,3,3,3,3.994,41,42.387,10,2,3,1,,4,3,3,,3,3,,3,,,,,,,1.816,11.729,14.678,5,2,3,7,39.98280334,-75.17960358
R_1KxsDbO881pxUtq,bigsmall,main,172.164.37.139,9/15/2015 0:59,9/15/2015 1:02,2674happy,Chrome,36.0.1985.143,Windows NT 5.1,1152x864,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",0,0,74.287,0,1.588,32.95,36.738,7,1,,1,,1,,,person A is explaining to person B,person B is paying attention to person A,3.386,10.909,11.669,6,5,5,2,2,5,5,8.41,9.537,13.518,3,5,5,4,3.909,14.885,34.927,9,2,1,1,,5,1,1,,1,5,,1,,,,,,,1.31,6.305,7.938,3,1,3,3,38,-97
R_2rJyO8Rypr0vTaD,bigsmall,main,173.75.6.31,9/15/2015 1:24,9/15/2015 1:26,8050happy,Chrome,44.0.2403.125,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36",1.794,73.618,74.384,2,3.797,28.042,28.643,6,1,,1,,1,,,Talking to Person B always looking at her,Listening to Person A and then looking off screen,4.849,13.866,14.282,6,3,4,5,5,5,3,4.657,8.809,9.608,3,3,3,4,4.866,13.855,14.419,9,1,5,1,,5,1,1,,1,5,,1,,,,,,,0.94,6.011,6.382,6,2,3,1,40.46730042,-80.10269928
R_3puxNDwG1QNxZfq,bigsmall,main,24.136.95.190,9/15/2015 1:30,9/15/2015 1:36,3727happy,Chrome,44.0.2403.156,CrOS armv7l 7077.134.0,1366x768,"Mozilla/5.0 (X11; CrOS armv7l 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",2.191,81.002,82.523,2,2.799,60.481,62.11,7,1,1,1,,,,,Person A was discussing potential sites with person B,Person B was listening to person A,3.778,18.394,20.025,7,4,4,2,3,4,4,6.029,9.755,11.235,3,4,4,4,1.299,130.273,131.435,12,3,3,3,,4,3,2,,2,4,,3,,,,,,,1.704,9.269,10.831,5,1,4,3,34.02020264,-118.3927994
R_3CIAuMhRON7ywWo,bigsmall,main,70.106.142.94,9/15/2015 1:42,9/15/2015 1:45,7743happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,74.017,0,4.206,10.784,13.769,3,1,,1,,1,,,good,good,1.474,4.128,5.108,6,2,3,3,4,4,4,0.959,1.928,2.606,3,3,3,4,3.358,8.214,8.927,9,3,4,4,,4,5,5,,4,4,,3,,,,,,,1.425,8.19,10.325,3,1,3,1,38.2723999,-77.59320068
R_pGd12YEyBdo33Sp,bigsmall,main,50.162.203.5,9/15/2015 3:31,9/15/2015 3:34,4706happy,Chrome,45.0.2454.85,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,77.415,0,6.707,11.823,19.405,4,1,,1,,1,,,Speaking,Moving,1.97,3.938,4.785,6,3,3,3,3,3,3,1.003,1.549,2.12,3,3,3,3,4.042,9,9.572,10,3,3,3,,3,3,3,,3,3,,3,,,,,,,0.979,6.035,6.888,3,1,2,7,25.86579895,-80.30180359
R_2pPsV4GbEyC4Ho0,bigsmall,main,98.193.72.3,9/15/2015 4:46,9/15/2015 4:52,7050happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",25.948,25.948,80.017,1,21.165,67.177,88.242,3,1,,1,1,,,,"Person A would look at the screen for a bit and then look at something off to her left for a bit, then back at the screen.",She looked directly at the screen the whole time.,6.708,44.46,45.137,6,4,4,2,2,2,5,13.575,23.321,24.107,3,3,3,2,21.788,45.663,46.685,10,4,3,3,,2,4,2,,2,3,,2,,,,,,,1.367,7.948,10.121,3,1,4,1,39.59249878,-86.11109924
R_1F2sdC7RNEYjI0a,bigsmall,main,23.243.245.121,9/15/2015 5:45,9/15/2015 5:49,9576happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,71.932,0,9.169,28.379,29.604,3,1,1,,1,,,,she is talking,she is watching,3.928,5.823,21.956,6,4,3,3,4,2,4,1.772,10.989,11.783,4,4,3,4,4.776,12.898,31.603,10,4,3,4,,5,5,3,,3,4,,5,,,,,,,0.812,6.997,8.618,3,1,3,6,33.53630066,-117.0438995
R_3NxNzgRUbcAputG,bigsmall,main,181.171.145.34,9/15/2015 5:48,9/15/2015 5:53,3981happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,78.895,0,10.762,72.202,75.78,10,1,,1,,1,,,describes the situation of potential sites for promocioens,sigue las instrucciones de la persona  A,4.52,17.622,18.015,7,3,2,1,5,4,3,6.489,10.889,11.296,4,3,2,3,3.959,23.175,23.411,14,4,4,3,,3,3,1,,1,4,,3,,,,,,,0.993,7.547,8.755,3,1,2,6,-31.41349792,-64.18109894
R_ZLhkEmxwTvHPlsJ,bigsmall,main,207.244.78.12,9/15/2015 12:24,9/15/2015 12:28,1454happy,Chrome,42.0.2311.90,Windows NT 6.3,1280x1024,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",0,0,72.383,0,2.892,81.92,83.258,8,1,,1,,1,,,Person A tells person B about possible places to install a billboard,Person B only is listening.,1.635,14.958,16.188,7,4,4,2,2,4,4,3.384,6.448,7.405,3,3,4,4,3.514,19.166,19.943,10,2,4,1,,4,2,2,,2,3,,3,,,,,,,1.517,5.062,7.857,4,1,2,2,38.79319763,-77.53659821
R_114KunobDpd7JBD,bigsmall,main,174.106.115.100,9/15/2015 13:47,9/15/2015 13:51,9711happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,71.56,0,2.158,21.297,34.063,5,1,,1,,1,,,"video conf, talking, sending pics","video conf, listening, viewing pics sent, multi-tasking",3.708,14.843,15.756,7,4,3,4,3,4,4,3.577,6.021,6.855,3,4,4,4,5.067,22.295,23.007,10,3,4,3,,4,4,2,,2,4,,3,,,,,,,1.125,5.284,6.062,3,1,4,6,35.05700684,-79.01470184
R_3nVQFTziNJpROLF,bigsmall,main,97.94.218.170,9/15/2015 15:21,9/15/2015 15:26,8124happy,Firefox,40,Windows NT 6.0,1024x768,Mozilla/5.0 (Windows NT 6.0; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,85.886,0,1.962,18.244,35.477,5,1,,1,,1,,,person A was speaking,person b was listening and looking at computer screen,5.679,16.451,18.319,6,3,4,2,2,4,4,4.349,9.777,10.621,4,4,4,3,6.236,23.062,24.136,9,4,2,2,,4,2,2,,2,4,,2,,,,,,,26.485,32.365,34.776,3,2,4,2,32.86590576,-97.21759796
R_2VxzBTHoo6VYxWG,bigsmall,main,99.175.228.80,9/15/2015 16:39,9/15/2015 16:43,6815happy,Firefox,40,Windows NT 6.1,1920x1080,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,81.026,0,10.623,16.162,32.498,3,,,,1,1,1,,talking,"listening to A, also communicating w/someone off screen",5.378,14.078,14.97,6,4,4,5,2,4,5,5.102,13.16,13.996,3,4,4,4,4.703,17.319,18.387,9,2,2,2,,4,2,2,,2,4,,2,,,,,,,1.49,6.574,8.056,3,2,4,1,35.90240479,-86.95950317
R_ukXxgTQNpgBxAQh,bigsmall,main,23.27.248.228,9/15/2015 18:29,9/15/2015 18:36,5803happy,Chrome,44.0.2403.155,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174",0,0,134.406,0,5.192,15.886,162.541,10,1,1,1,1,1,1,,N/A,N/A,0.759,3.215,3.848,6,1,2,3,4,2,4,0.658,2.042,2.357,4,1,2,5,0,0,0,0,4,2,3,,5,1,3,,4,2,,3,,,,,,,1.074,6.499,8.164,3,1,2,3,37.33380127,-121.8914948
R_1GWaT7skZh1uXju,bigsmall,main,23.27.248.228,9/15/2015 18:37,9/15/2015 18:38,2472happy,Chrome,44.0.2403.155,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174",0,0,2.671,0,0.78,4.042,9.006,8,1,1,1,1,1,1,,N/A,N/A,0.66,4.404,4.847,7,1,3,5,2,3,4,0.757,1.928,2.318,3,2,5,2,1.318,6.867,7.203,10,1,2,4,,3,3,5,,1,2,,4,,,,,,,1.515,4.165,5.637,3,1,2,2,37.33380127,-121.8914948
R_2wyo1JukhDxMsZ0,bigsmall,main,67.3.193.50,9/15/2015 19:14,9/15/2015 19:24,8038happy,Chrome,45.0.2454.85,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",4.251,188.773,189.958,5,5.218,201.348,236.462,12,1,,1,,1,,,She was getting distracted by something off to the side,It looked like she was reading off something just out of the camera's view,10.997,24.728,25.767,8,1,2,5,4,4,2,8.388,15.919,17.358,5,1,1,4,0.236,30.899,34.758,12,1,3,3,,2,2,1,,1,3,,1,,,,,,,1.597,9.177,11.089,5,2,2,2,41.26150513,-96.05269623
R_3PnqqM0o2f8ggoQ,bigsmall,main,199.115.114.229,9/15/2015 20:41,9/15/2015 20:45,5237happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,74.184,0,2.759,50.592,52.75,9,,1,,1,1,,,Rapporteur places,does not pay much attention,2.54,6.211,9.39,6,3,2,5,4,1,3,1.856,3.313,4.451,3,5,2,4,1.764,15.564,16.24,11,3,1,4,,3,2,4,,2,5,,4,,,,,,,1.479,5.514,7.492,3,1,3,3,38.79319763,-77.53659821
R_1ONuEjQaqk9rxpd,bigsmall,main,99.126.168.235,9/15/2015 21:23,9/15/2015 21:27,7613happy,Chrome,45.0.2454.85,Windows NT 6.3,1440x900,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,94.06,0,7.383,11.211,20.953,2,1,1,1,,,,,talking,listening,7.059,16.315,16.848,6,4,4,4,4,4,4,19.832,22.209,26.41,3,4,4,4,5.033,24.205,25.103,11,4,1,1,,5,3,2,,1,4,,5,,,,,,,8.089,15.053,16.42,3,2,4,2,41.49729919,-81.4713974
R_1NyOmd7Vypd2Tt7,bigsmall,main,68.52.94.183,9/15/2015 23:58,9/16/2015 0:02,5866happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,76.384,0,18.328,63.278,66.333,5,,,1,1,,1,,Video conference with another person. Poor audio. Can't hear the 2nd person the blonde girl is talking to.  ,Video conference with another person. Poor audio. Can't hear the 2nd person the blonde girl is talking to.  ,7.794,30.034,30.605,6,3,3,2,3,1,4,10.173,19.117,19.751,3,2,4,1,9.851,33.507,34.595,9,4,2,2,,4,3,2,,2,5,,5,,,,,,,1.617,5.986,7.302,3,2,4,1,36.0453949,-83.68930054
R_3lGD9NWd6pslvaZ,bigsmall,main,54.171.75.163,9/16/2015 3:01,9/16/2015 3:14,3155happy,Chrome,43.0.2357.132,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36",0,0,468.673,0,5.092,9.575,33.723,2,,,1,1,,1,,a and b are doing live chat,a and b are doing live chat,3.394,26.301,27.607,10,5,5,3,2,5,3,34.125,34.812,36.14,3,4,5,3,33.829,60.592,61.122,12,2,3,2,,4,4,3,,4,4,,4,,,,,,,1.076,12.399,13.935,4,1,2,4,53.33309937,-6.248901367
R_3D5h1CH1hi48rfs,bigsmall,main,71.251.181.103,9/16/2015 6:15,9/16/2015 6:19,1456happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,73.505,0,3.285,33.573,60.688,7,1,1,,,1,,,Person A was talking,Person B seemed distracted and looked at soemone who was in the room,8.316,21.831,23.495,6,2,2,4,3,4,2,6.74,12.372,13.191,3,2,2,4,7.484,24.332,25.165,9,2,4,4,,2,2,3,,3,2,,3,,,,,,,1.315,7.003,9.224,3,1,6,2,36.88879395,-76.30570221
R_1l6sudGmoGevSgF,bigsmall,main,68.103.192.207,9/16/2015 6:37,9/16/2015 6:42,1352happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",90.808,90.808,91.721,1,22.266,49.681,102.949,5,1,,1,,,1,,"Talking about the campaign, I could not hear her very well.",Listening to person A. Only confirming agreed upon spots.,5.52,19.858,21.41,6,5,5,2,1,5,5,6.075,19.974,21.779,5,3,5,4,8.067,30.365,31.553,9,4,1,1,,5,2,1,,1,5,,2,,,,,,,1.719,9.362,11.394,3,1,5,2,37.56289673,-97.22850037
R_9FiX0oVb7HT7m3n,bigsmall,main,142.0.68.66,9/14/2015 17:19,9/14/2015 17:22,7305happy,Chrome,45.0.2454.85,Windows NT 6.1,1360x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",9.475,75.401,75.995,3,16.783,32.801,37.716,8,,1,,1,1,,,bilboard in the park,newspaper,2.304,5.042,6.272,8,2,5,5,3,3,3,1.212,2.411,2.769,4,2,3,2,0.113,6.734,10.191,15,2,2,2,,4,1,4,,5,4,,4,,,,,,,0.916,10.329,10.947,11,1,2,2,,
R_SNLcMufoNk2Hazn,bigsmall,main,65.60.51.4,9/14/2015 17:26,9/14/2015 17:29,6247happy,Firefox,40,Windows NT 5.1,1152x864,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,7.758,77.791,78.496,10,1.393,27.52,29.003,14,1,1,,1,,,,about it,local newspaper,0.936,4.919,7.021,9,3,5,2,1,2,2,1.126,2.302,3.632,4,2,4,5,1.745,6.633,7.556,10,1,2,4,,3,3,1,,2,2,,3,,,,,,,0.698,5.556,6.919,6,1,2,4,,
R_2DLCOibF406lwr5,bigsmall,main,74.237.180.157,9/14/2015 19:22,9/14/2015 19:27,5963happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,79.975,0,5.112,52.551,105.718,5,1,,1,,1,,,Person A is engaging in talking to Person B while looking at the locations pictures.,Person B is listening attentively to Person A and agree with what Person A is saying and she is also looking at the other computer I assume after she hears a incoming email.,8.227,21.35,22.826,6,4,3,4,3,5,3,12.544,23.665,24.453,4,4,3,4,6.366,31.766,32.554,9,2,4,3,,4,5,2,,2,5,,3,,,,,,,1.149,13.063,14.897,3,2,4,2,,
R_vo5LxOuz0koCC1r,bigsmall,main,162.243.164.244,9/14/2015 19:39,9/14/2015 19:44,5675happy,Chrome,47.0.2497.0,Windows NT 6.3,1280x800,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2497.0 Safari/537.36",0,0,100.062,0,2.02,42.669,45.645,6,1,,1,,1,,,speaking,hear,3.222,29.078,30.271,13,3,2,4,3,3,3,11.005,16.38,17.496,4,3,3,4,5.564,13.722,15.106,11,4,4,4,,4,4,4,,4,4,,4,,,,,,,1.489,10.707,11.669,4,1,1,4,,
R_1mCtsK7Pq0JRx5z,bigsmall,main,190.53.106.191,9/14/2015 19:55,9/14/2015 20:14,7305happy,Chrome,47.0.2497.0,Windows NT 6.3,1024x768,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2497.0 Safari/537.36",34.692,76.444,77.625,2,1.122,4.292,10.195,4,1,,1,,1,,,talk,hear,3.429,73.02,73.793,8,3,3,3,3,3,3,2.492,41.466,42.575,5,2,2,4,3.205,7.357,7.959,11,4,4,4,,4,4,4,,4,4,,4,,,,,,,1.167,29.032,29.773,5,1,2,2,,
R_ByuypqGdZK0pEuB,bigsmall,main,98.144.101.120,9/14/2015 22:22,9/14/2015 22:27,4303happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.325,0,6.028,46.091,63.054,4,1,,1,,,1,,Talking -- but VERY softly. It was almost impossible to hear her,"Saying ""uh huh"" a lot, and looking at another screen",7.214,25.976,26.811,7,4,3,5,4,5,3,8.117,16.187,17.005,3,2,4,4,6.161,35.099,36.264,14,3,2,2,,4,2,2,,2,4,,2,,,,,,,1.666,9.69,11.978,3,1,5,6,,
R_2UcvjhmdvjX5rli,bigsmall,main,71.70.155.5,9/15/2015 3:10,9/15/2015 3:14,8883happy,Firefox,35,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,0,0,88.959,0,4.674,94.071,98.438,11,1,1,,1,,,,ask some question,leisten,1.133,3.583,10.436,7,3,4,4,5,5,4,0.731,1.4,3.04,3,3,4,4,1.764,5.046,12.181,10,3,3,4,,4,4,3,,3,4,,4,,,,,,,0.765,14.957,21.208,3,1,3,5,,
R_2tJWltOe2U5n0Bf,bigsmall,main,73.15.150.221,9/22/2015 16:13,9/22/2015 16:22,8977happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",12.39,92.909,138.568,2,5.228,77.963,111.638,6,1,,1,,1,,,Person A is describing something to Person B,Person B is listening to what Person A says,11.577,33.12,35.611,6,5,5,1,1,5,5,10.528,23.231,25.6,3,5,5,5,4.748,43.142,46.023,11,1,1,1,,5,1,1,,1,5,,1,,,,,,,2.895,24.051,26.56,7,1,5,7,37.3874054,-121.9024048
R_2zd9BHxnILZnXl0,bigsmall,main,142.0.68.66,9/22/2015 16:25,9/22/2015 16:27,8852happy,Chrome,45.0.2454.99,Windows NT 6.1,1360x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",21.754,63.544,71.635,2,1.505,9.174,13.524,6,1,1,,1,,,,a bilboard,customer,2.169,4.516,4.985,7,2,3,3,3,3,3,2.439,3.151,3.971,3,3,2,3,1.055,8.74,9.546,12,3,2,3,,4,3,4,,4,4,,4,,,,,,,0.785,7.914,9.122,9,1,2,3,25.83380127,-80.30169678
R_40AoMPRzPM3GX0R,bigsmall,main,50.118.172.106,9/15/2015 16:25,9/15/2015 16:30,2974happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",4.083,4.083,76.995,1,4.421,99.371,102.172,7,1,1,,,,1,,converse,see the camera and see the sides,2.179,7.236,17.801,7,4,4,3,4,4,5,2.941,4.149,7.837,3,4,3,4,3.586,26.57,29.572,10,3,2,4,,4,3,4,,3,4,,4,,,,,,,2.234,20.954,23.282,5,2,3,3,,
R_QhyWCQzLRKJj2cp,bigsmall,main,54.174.77.195,9/22/2015 16:45,9/22/2015 16:49,8614happy,Firefox,40,Windows NT 5.1,1680x1050,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,74.146,0,2.007,41.827,79.992,5,1,,1,,1,,,Person A is describing different locations for ad campaign placement.,"Person B is attentive at first, but turns her head to look at something else.",4.303,20.622,21.546,6,4,3,4,3,4,4,7.493,23.34,24.596,7,3,3,2,5.655,22.279,23.58,9,2,3,2,,4,3,2,,2,3,,3,,,,,,,1.819,6.626,8.904,3,1,5,2,39.04370117,-77.48750305
