ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocaitonCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,chatting with a friend.,focusing on the document person A is talking about.,looking at a document for another project.,AvgWork,AvgPersonal,AvgMeetin,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#","When person B switched to her second monitor, another webcam was used to record person B.",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,"How often do you use video conferencing tools? For example, Skype, FaceTime, Google Hangouts etc.","This is the end of the survey, thank you for your participation.   Your unique code is: ...",LocationLatitude,LocationLongitude
R_YYnRZubUJ2wB7hL,sidebyside,switch,108.30.49.92,9/8/2015 18:35,9/8/2015 18:48,7419happy,Firefox,40,Windows NT 6.1,1093x614,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,8.16,83.426,84.596,4,34.687,243.069,243.986,15,1,,1,,1,,,She dicussed her marketing campaign with her partner.,She was thinking and listening.,5.983,61.007,61.833,8,3,2,2,4,5,3,28.249,42.654,43.654,4,3,2,3,4.424,140.07,142.219,20,4,3,1,2,3,1,1,2,3,,,,5.173,135.814,138.24,5,1,She may be more focus with anoth webcam.,1,1.949,23.572,24.661,6,1,4,1,1,40.71389771,-74.00789642
R_z8ZMP5uaqHKYf3H,sidebyside,switch,207.244.79.136,9/8/2015 18:37,9/8/2015 18:58,8382happy,Chrome,45.0.2454.85,Windows NT 6.3,1360x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",74.607,74.607,77.479,1,2.852,80.146,97.013,11,,1,1,,1,,,ask questions of the person b,switch to another camera view and respond,4.199,29.974,30.444,9,3,4,4,4,5,5,17.404,23.74,24.955,3,4,4,4,10.289,39.2,43.019,10,4,4,3,5,2,3,1,4,3,,,,13.202,46.435,47.808,5,1,It was recorded with her consent,1,0.974,11.937,12.569,4,1,3,4,1,38.79319763,-77.53659821
R_0MoLflQXYXk8qMp,sidebyside,switch,207.244.78.12,9/8/2015 19:13,9/8/2015 19:24,8886happy,Chrome,45.0.2454.85,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,179.485,0,9.823,76.155,78.663,7,1,,1,,1,,,Describing the potential of putting advertisement at different location.,Understanding what person A is describing about,15.955,72.651,74.079,6,3,4,2,2,5,4,13.268,37.638,39.716,3,5,4,1,25.14,69.473,70.985,11,4,3,2,4,4,1,1,4,3,,,,27.841,121.043,127.455,2,1,Because the background remained the same but the point of view of webcam was changed with the same background. So from that I can assume that there was an second webcam though which person B was recorded with.,3,2.033,12.631,15.549,3,1,3,5,1,38.79319763,-77.53659821
R_3meFY5yu9HAal9C,sidebyside,switch,207.244.77.2,9/8/2015 19:20,9/8/2015 19:25,7782happy,Firefox,40,Windows NT 6.1,1280x800,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,23.933,67.613,68.3,2,8.254,25.734,33.426,4,,1,1,,,1,,DESCRIBE SITE,SHE IS ,5.383,22.843,23.568,8,3,3,3,3,5,5,12.496,17.068,17.649,3,4,4,4,9.365,41.577,42.455,13,5,3,3,5,2,2,3,5,2,,,,5.276,38.01,38.617,4,1,YES,6,18.012,31.691,32.586,4,1,3,6,1,38.79319763,-77.53659821
R_1daAWan6veUS6Iy,sidebyside,switch,65.60.51.3,9/8/2015 19:46,9/8/2015 19:49,8188happy,Firefox,40,Windows NT 6.1,1280x720,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,2.874,67.3,69.08,6,2.434,26.132,27.033,13,1,,,1,,1,,you saw person A doing,describe in a few sentences,2.3,5.018,8.728,6,1,1,1,1,1,1,4.039,4.917,5.848,3,5,5,5,3.022,9.272,9.965,11,5,5,5,5,5,5,5,5,5,,,,1.675,10.083,12.987,6,1,different webcams during the conversation,2,1.313,10.802,12.335,6,1,3,1,1,41.88250732,-87.64409637
R_3h589xLP1jz8NsN,sidebyside,switch,190.73.246.6,9/8/2015 19:49,9/8/2015 19:54,2905happy,Chrome,43.0.2357.132,Windows NT 6.1,1280x800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36",58.282,58.282,62.629,1,3.493,21.349,21.754,9,,1,1,1,,,,localitation,passive,25.893,56.286,60.217,7,3,3,4,1,4,4,22.842,32.535,33.631,3,4,5,2,9.409,47.699,48.854,13,4,4,4,3,4,1,1,4,4,,,,29.53,39.685,40.745,3,1,yes,2,2.29,8.787,10.509,3,1,2,1,1,8,-66
R_3sBtcjbeDRwPFtS,sidebyside,switch,108.59.8.218,9/8/2015 19:54,9/8/2015 20:04,2413happy,Chrome,45.0.2454.85,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",3.248,3.248,75.711,1,4.47,69.031,70.405,10,1,,1,,1,,,She was talking,She was talking,2.898,91.635,92.584,8,4,4,2,2,4,4,27.788,54.661,58.473,7,5,2,4,61.778,113.124,113.715,14,1,5,1,2,1,2,2,4,2,,,,9.247,98.499,100.184,4,1,Only one time,1,2.832,13.867,16.011,3,1,2,5,1,39.67340088,-75.7052002
R_1pMeisYa4uJQ0I5,sidebyside,switch,199.115.114.229,9/8/2015 20:06,9/8/2015 20:09,3918happy,Chrome,45.0.2454.85,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",14.841,14.841,62.339,1,2.386,23.76,24.875,10,1,,1,,1,,,She was Talking,She was Talking,11.084,30.988,31.96,7,4,4,4,2,4,4,5.682,21.008,21.599,3,4,2,4,6.098,28.451,28.974,11,2,4,4,4,4,2,2,4,4,,,,1.217,7.483,8.386,2,1,only one time,1,1.085,5.148,5.853,3,1,2,5,1,38.79319763,-77.53659821
R_cIy3NVuik9Uum65,sidebyside,switch,74.140.208.228,9/8/2015 20:05,9/8/2015 20:10,7594happy,Firefox,40,Windows NT 6.0,1024x768,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.045,0,1.062,3.587,45.302,4,1,,1,,1,,,"She was mainly focused on person B, eyes strayed left/right at times to confirm what she had to say","She was listening to person A, but also reading her email and pictures sent to her.",2.702,11.727,12.241,6,5,5,4,4,5,5,3.571,30.626,31.458,5,2,5,5,3.763,21.402,22.146,15,5,2,1,5,2,1,1,5,1,,,,15.973,80.534,82.049,2,1,It became obvious when the screen shifted a whole 90 degrees and a different direction overall.,1,0.954,4.858,6.673,3,1,2,3,1,39.82699585,-84.01869965
R_2V883TSDZKws0UQ,sidebyside,switch,207.244.72.200,9/8/2015 20:09,9/8/2015 20:13,8383happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,74.18,0,1.294,13.227,21.416,5,1,,1,,1,,,good,good,2.266,13.169,14.15,6,3,3,3,3,2,2,10.08,18.547,22.948,3,4,2,3,4.367,29.916,31.008,8,5,5,3,5,3,3,3,5,3,,,,4.696,40.185,47.613,3,1,goog,1,1.415,8.848,9.836,4,1,3,6,1,38.79319763,-77.53659821
R_1UkVaLI1tmUHf3z,sidebyside,switch,99.61.28.207,9/8/2015 20:07,9/8/2015 20:13,2507happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",1.823,1.823,75.59,1,10.311,54.04,70.016,9,1,,1,1,,,,making the interview,recieving the instructions of the interviewer,35.75,78.729,79.411,7,4,2,4,3,4,2,13.322,19.912,20.488,3,4,2,4,13.533,35.664,36.992,10,3,4,4,2,4,1,1,3,4,,,,13.738,28.952,30.005,3,1,pretty obvious,3,1.551,12.501,13.239,7,1,3,4,1,29.46549988,-98.67279816
R_1dprykHwiEcJJ8S,sidebyside,switch,99.61.28.207,9/8/2015 20:15,9/8/2015 20:20,5520happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",5.891,14.322,68.415,3,5.807,59.831,85.592,6,1,1,,1,,,,giving instructions to the person a about the locations,recieving the instructions and watching the locations,6.173,32.678,33.405,7,4,4,2,2,4,4,8.219,21.503,23.998,6,4,4,3,16.442,44.793,45.608,9,4,2,2,4,3,1,1,4,3,,,,8.294,14.596,15.605,3,1,pretty obvious,2,1.217,7.674,8.801,7,1,3,4,1,29.46549988,-98.67279816
R_cvV44OkNLp07wo9,sidebyside,switch,207.244.77.172,9/8/2015 20:20,9/8/2015 20:25,7041happy,Firefox,40,Windows NT 6.1,1440x900,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,1.93,57.799,63.647,3,3.465,44.209,48.625,8,,1,1,,,1,,The person A only talks ,The person B only listen and pay attetion,4.871,22.706,23.462,7,3,2,4,2,4,2,3.658,7.372,8.192,3,1,1,2,2.934,16.483,17.373,12,2,2,5,1,3,2,2,2,2,,,,11.288,37.342,89.514,5,1,"It was very obvious that you did not pay attention , something that had distracted her",2,1.023,4.161,5.377,3,1,2,1,1,38.79319763,-77.53659821
R_3OkKpCcdGsn0NGs,sidebyside,switch,216.249.131.246,9/8/2015 20:25,9/8/2015 20:28,7819happy,Chrome,44.0.2403.157,Windows NT 6.1,1680x1050,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",0,0,76.899,0,13.68,15.063,27.42,2,,1,,,1,1,,I could not hear person A,Nodding and switching screens,5.676,20.116,21.396,6,3,4,5,2,4,3,5.773,14.548,15.111,3,3,4,4,5.768,25.89,26.555,9,4,3,2,5,3,2,2,4,3,,,,6.111,19.879,21.802,2,1,The camera angle switched,2,1.263,5.371,6.675,3,2,2,2,1,38.21560669,-85.61530304
R_8798wPE0YTTkIUh,sidebyside,switch,199.58.167.119,9/8/2015 20:31,9/8/2015 20:35,4952happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,66.962,0,12.414,34.38,40.157,3,1,,1,,1,,,talking,learning,6.852,26.403,27.519,6,3,3,4,4,4,3,7.008,25.509,26.447,3,3,3,2,11.466,41.925,42.587,10,4,4,4,2,3,4,4,2,4,,,,9.292,18.309,19.434,2,1,bad,1,3.672,11.839,14.121,3,1,2,3,1,32.80729675,-117.1324005
R_PHz8ua3uDwovByF,sidebyside,switch,24.206.203.72,9/8/2015 20:50,9/8/2015 20:54,4925happy,Chrome,45.0.2454.85,Windows NT 6.2,1440x900,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",71.438,71.438,72.644,1,2.679,7.759,58.351,4,1,,1,,1,,,explaining where they can put there adds at,listening and reading,3.348,12.404,13.588,6,5,5,5,5,5,5,3.725,10.589,12.151,3,5,5,5,3.66,26.583,27.486,12,5,5,5,5,5,3,3,5,5,,,,7.574,32.018,33.651,2,1,very obvious,1,2.039,8.532,9.57,4,2,5,7,1,32.22590637,-95.38829803
R_3n0B9SIbJk31awN,sidebyside,switch,66.171.228.51,9/8/2015 20:32,9/8/2015 20:57,2023happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.324,0,117.346,287.266,313.372,7,1,,1,,1,,,the person A gave the information about the locations to the person B,The person B was recieving the information from the person A,24.663,437.511,441.459,7,2,4,4,2,5,2,31.32,84.744,86.109,3,1,1,1,32.246,214.093,215.2,13,2,2,4,1,1,1,1,1,1,,,,4.855,227.607,228.837,7,1,"because when the person B turn to the right side, another cam was show her face directly",1,2.676,30.186,33.157,3,1,4,1,1,33.84030151,-118.3538971
R_2wNYv7dtL0dr3Zs,sidebyside,switch,108.128.192.142,9/8/2015 21:02,9/8/2015 21:06,6196happy,Chrome,45.0.2454.85,Windows NT 6.3,1680x1050,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",57.367,57.367,63.109,1,6.467,10.194,43.287,4,1,,1,,1,,,person a was giving information but was not talking loud enough for me to hear properly,person b was taking in the information and processing the information given ,3.499,21.57,22.43,8,4,4,5,3,4,3,4.953,15.853,16.219,5,4,3,4,6.051,24.198,25.085,12,4,2,2,4,4,2,2,5,2,,,,1.51,37.245,38.556,4,1,the angle changed as well as the quaility,2,2.168,5.383,6.945,3,1,2,2,1,33.97909546,-84.1493988
R_2gmBbHGOFwPgtJb,sidebyside,switch,207.244.72.201,9/8/2015 16:38,9/8/2015 21:57,2917happy,,,,,,709.126,709.126,2363.106,1,9.63,28.467,9.676,5,1,1,,1,,,,happy,scared,1380.284,1385.561,1386.748,6,3,4,3,4,4,4,424.141,425.862,428.412,4,3,4,4,9.282,16.968,18.354,9,3,4,4,4,4,4,4,3,4,,,,10.574,18.43,19.731,3,1,happy,3,3.852,18.974,22.177,3,1,2,4,1,38.79319763,-77.53659821
R_PLgElw17ujg5ne9,sidebyside,switch,207.244.86.211,9/9/2015 1:46,9/9/2015 1:47,9791happy,Chrome,45.0.2454.85,Windows NT 6.3,1440x900,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,1.201,0,0.824,10.754,11.576,4,1,1,1,,,,,talking,aswers,1.002,3.086,3.415,7,5,5,5,5,5,5,0.62,1.647,1.904,4,5,5,5,1.083,4.819,5.551,9,5,5,5,5,5,5,5,5,5,,,,1.268,8.912,9.681,2,1,nothing,5,0.786,4.25,5.021,3,1,4,7,1,38.79319763,-77.53659821
R_1cRCnNKnvrVZLtC,sidebyside,switch,23.250.126.136,9/9/2015 2:04,9/9/2015 2:04,9988happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,3.57,0,2.044,4.797,5.72,6,,,,1,1,1,,ui,iuiy,1.236,3.049,3.687,6,5,5,5,5,5,5,1.015,2.254,2.609,4,5,5,5,1.03,5.103,6.255,10,4,4,4,4,4,4,4,4,4,,,,1.845,7.603,8.626,3,1,kyk,2,1.242,5.609,6.83,4,1,2,1,1,61.18859863,-149.8878021
R_31QLxL63xsYyS3n,sidebyside,switch,216.189.142.11,9/9/2015 2:18,9/9/2015 2:23,3722happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,66.107,0,8.256,14.259,70.005,4,1,,1,,1,,,Person A was discussing the location of the meetings with person b. She was looking at her webcam while she was talking,Person B was listening to Person A. And was also looking at her webcam,5.27,21.872,22.408,8,4,3,4,4,4,2,11.653,19.587,20.902,4,2,2,2,11.018,32.865,33.899,10,2,3,3,3,3,2,2,2,3,,,,2.06,33.485,34.417,3,1,The screen changed views and It was obvious. The stuff in the background was different,4,1.375,4.631,6.525,3,1,2,1,1,46.74699402,-95.09539795
R_3PSqKBVuzdmR7bc,sidebyside,switch,162.243.58.121,9/8/2015 16:35,9/8/2015 16:42,9839happy,Firefox,40,Windows NT 6.3,1280x800,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,19.363,69.306,74.088,2,7.528,33.052,48.865,6,1,,,1,1,,,she was explainning the locations,she was carefully listen the person A,4.499,19.547,20.496,6,4,4,1,1,4,4,16.604,22.883,23.301,4,3,4,4,9.864,34.667,37.307,10,4,2,1,4,4,1,1,4,1,,,,14.388,26.132,28.464,2,1,pretty obvious,2,1.01,9.728,10.201,4,1,3,7,,,
R_1ff5UZ0k2rirKHf,sidebyside,switch,15.219.169.73,9/8/2015 16:51,9/8/2015 17:00,6829happy,Firefox,40,Windows NT 6.1,1600x900,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,209.643,0,40.979,87.254,98.174,9,1,,1,,1,,,She was providing instructions,Paying attention to the instructions from person A,5.108,19.092,22.265,6,4,3,3,3,4,5,3.052,4.42,5.438,3,4,3,4,11.432,31.36,32.482,9,3,4,2,4,4,2,2,4,3,,,,1.91,57.14,62.144,4,1,For the angle changes,4,1.201,8.545,10.468,3,1,3,2,,,
R_3oTsW3wkwN2IB1M,sidebyside,switch,71.227.1.14,9/8/2015 17:13,9/8/2015 17:19,9685happy,Firefox,40,Windows NT 6.3,1252x704,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,62.951,0,3.041,36.613,37.211,6,1,,1,,1,,,describing the marketing locations,Mosting listening and nodding,7.184,34.212,37.315,7,4,3,4,3,4,3,9.724,22.591,25.586,4,3,3,4,10.408,60.783,64.54,10,3,4,3,4,3,2,2,4,2,,,,23.571,48.323,49.077,3,1,It was obvious because she turned away from the first camera,1,1.775,19.957,20.628,6,2,3,2,,,
R_1rOni8FjsyVo4ad,sidebyside,switch,65.60.51.3,9/8/2015 17:28,9/8/2015 17:31,2800happy,Firefox,40,Windows NT 6.1,1280x720,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,4.696,61.559,62.423,13,1.138,23.722,42.072,14,1,,,1,,1,,video conference,yah ,1.879,4.135,5.086,6,3,3,3,3,3,3,1.81,2.676,3.479,3,3,3,3,3,10.495,11.326,11,5,5,5,5,5,4,4,4,4,,,,1.188,8.021,8.74,5,1,video conference,3,1.196,6.451,7.337,5,1,2,2,,,
R_28Mb9wMhJz3uf2N,sidebyside,switch,75.183.98.31,9/8/2015 17:58,9/8/2015 18:02,2567happy,Firefox,40,Windows NT 6.1,1429x1143,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,72.277,0,4.916,9.516,11.398,3,,1,,1,,1,,pooop,poooop,0.785,2.817,3.28,6,3,2,3,5,5,5,0.462,1.48,1.933,4,2,2,2,0.676,5.884,6.734,10,2,3,3,2,2,2,4,4,5,,,,1.945,9.185,10.015,4,1,poooop,6,0.871,2.383,3.649,3,1,1,1,,,
R_DVktA87SwYFrYJP,sidebyside,switch,71.168.200.72,9/8/2015 17:37,9/8/2015 18:06,9438happy,Chrome,45.0.2454.85,Windows NT 5.1,1024x768,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",4.704,133.565,134.944,2,13.33,160.541,163.49,13,1,,1,,1,1,,A-she was talking and setting the locations that were going to be targeted.,B was listing intently to what A was saying.I did not see her talking notes or writing anything down,9.873,30.285,36.419,6,5,5,3,3,5,5,60.011,68.49,70.133,3,4,4,4,5.817,43.244,45.281,12,2,4,3,4,4,2,2,3,3,,,,17.488,395.604,508.454,26,1,She kept looking to her RIGHT at something--another monitor- and .A bell went off and she looked intently keeping track of what was going on there and then her eyes flickered badk and forth without moving her head --SO I PUT 4 DOWN BELOW--ALSO I BELIEVE MY ANSWERS TO THE 3 DESTINATIONS--I BELIEVE  MY PS JUMPED FROM bASEBALL--TO ANOTHER-SORRY,4,2.148,18.451,20.346,6,1,5,4,,,
R_ZgiFP5e82LSeH8l,sidebyside,switch,54.174.77.195,9/8/2015 18:22,9/8/2015 18:26,7341happy,Chrome,45.0.2454.85,Windows NT 10.0,1024x768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.663,0,14.68,44.575,47.13,6,,1,,1,1,,,sitting but person a voice was not clear,sitting,3.638,21.626,22.157,8,4,4,3,3,4,4,6.072,11.947,12.656,4,4,4,4,10.564,32.549,34.051,12,3,4,4,4,4,3,3,4,4,,,,11.741,29.027,29.954,3,1,undecided,2,1.085,14.502,15.559,3,1,2,2,,,
R_26ajS5vC9XphENz,sidebyside,switch,98.121.136.168,9/8/2015 18:24,9/8/2015 18:38,4353happy,Chrome,46.0.2490.13,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.13 Safari/537.36",0,0,72.842,0,2.958,8.11,19.067,5,1,,1,,1,,,they were discussing an ad,talking and listening,1.278,4.638,4.97,9,3,3,3,3,3,3,4.203,9.739,10.06,7,2,3,3,2.036,13.301,14.138,13,3,3,3,4,4,3,3,4,3,,,,5.112,19.563,20.004,7,1,pretty obvious,3,1.044,7.093,8.199,3,2,3,4,,,
R_tS5XzpBUoa0s7Kx,sidebyside,switch,207.244.72.200,9/8/2015 18:40,9/8/2015 18:43,8138happy,Chrome,45.0.2454.85,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",45.602,45.602,105.715,1,6.887,12.626,13.636,3,,,,1,1,1,,trhrj,fjfrtj,1.158,4.063,4.347,7,1,2,2,3,3,3,0.659,1.947,2.27,4,1,2,2,0.211,5.941,7.066,11,2,2,2,3,3,3,3,4,4,,,,2.123,9.051,10.744,3,1,gjngmk,1,0.978,5.828,7.498,3,1,2,2,,,
R_cDafXCCUUfrNG9T,sidebyside,switch,108.59.10.153,9/8/2015 18:32,9/8/2015 18:57,1182happy,Chrome,44.0.2403.130,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",61.497,61.497,62.971,1,7.393,209.363,56.922,14,,1,,1,,1,,concrete and precise words,very explanatory words,550.035,581.451,582.096,10,4,5,2,3,4,4,296.645,324.482,325.411,4,5,2,3,30.344,68.517,69.152,11,5,4,1,3,4,4,5,2,3,,,,23.888,82.291,83.174,10,1,very  obvious,3,12.859,27.248,29.606,4,1,2,5,,,
R_29fVyntt7WedkjT,sidebyside,switch,76.177.247.4,9/8/2015 19:19,9/8/2015 19:29,5757happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,2.367,88.977,90.115,2,1.402,5.889,27.638,5,1,,1,,1,,,she was doing most of the talking about where to put adds,she was listening to person a,5.803,13.72,15.073,6,3,3,4,2,5,2,8.156,11.504,13.24,3,2,2,4,46.666,64.367,65.519,13,2,4,4,2,3,1,1,2,2,,,,11.173,25.01,26.6,2,1,the lighting changed as did the angle,1,1.536,13.861,14.988,8,2,3,3,,,
R_9FesGWnALfDNpOd,sidebyside,switch,49.15.80.174,9/8/2015 19:08,9/8/2015 19:47,8054happy,Chrome,43.0.2357.93,Android 4.4.4,360x640,"Mozilla/5.0 (Linux; Android 4.4.4; Lenovo A6000 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36",,,,,1.417,18.103,26.733,5,1,,1,,1,,,Saying to B,Listening to A,9.098,18.028,45.784,6,4,4,5,4,4,4,25.133,27.046,28.822,3,5,5,5,14.336,37.606,38.631,9,3,3,3,4,3,3,3,4,3,,,,32.312,36.779,15.264,2,1,Some,4,9.099,18.682,20.372,4,1,2,3,,,
R_u7XvLXeRoT3MWkN,sidebyside,switch,74.237.180.157,9/8/2015 20:16,9/8/2015 20:24,9452happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,73.428,0,3.913,53.702,98.42,5,1,,1,,1,,,Person A is doing while looking and telling person B of the picture of the locations where she was thinking about putting the add.,Person B seems to just sitting there and listening to what Person A is talking about and the she moved to the other screen to look at the pictures of the locations that the Person A sent her.,6.294,32.412,33.099,7,3,2,3,3,5,2,11.396,20.751,21.521,3,1,3,4,8.727,46.209,46.817,10,3,3,3,4,4,2,1,4,2,,,,17.918,103.837,104.695,3,1,It is obvious because she is clearly turned herself towards another webcam now I am not sure she was seeing another person.,1,1.477,10.718,12.162,3,2,4,2,,,
R_2zTLqzilLcrUASk,sidebyside,switch,98.113.94.61,9/8/2015 17:00,9/8/2015 22:45,9479happy,Chrome,43.0.2357.81,Windows NT 10.0,1680x945,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/43.3.3.185 Chrome/43.0.2357.81 Safari/537.36",0,0,64.177,0,1.6,14.496,26.577,5,1,,1,,1,,,describing the locations,listening and looking to her left,3.834,11.017,11.863,7,4,3,4,3,4,4,3.808,7.816,8.423,3,2,4,4,3.949,13.39,14.293,12,3,3,3,4,3,2,2,4,3,,,,12.064,24.24,25.67,2,1,was not obvioud,1,0.982,5.398,7.249,5,1,4,4,,,
