ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocaitonCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,chatting with a friend.,focusing on the document person A is talking about.,looking at a document for another project.,AvgWork,AvgPersonal,AvgMeetin,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#","When person B switched to her second monitor, another webcam was used to record person B.",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,"How often do you use video conferencing tools? For example, Skype, FaceTime, Google Hangouts etc.","This is the end of the survey, thank you for your participation.   Your unique code is: ...",LocationLatitude,LocationLongitude
R_1H2DXxHLE8CYXnQ,sidebyside,control,73.182.95.108,9/8/2015 17:23,9/8/2015 17:25,5110happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,61.286,0,1.462,5.54,13.319,5,1,,1,,1,,,Female,Female,0.895,2.449,3.16,6,3,3,3,3,3,3,0.67,2.006,2.327,5,3,3,3,0.086,4.956,5.523,10,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1.188,4.366,5.705,3,2,4,1,1,31.85809326,-81.58540344
R_1FfzNfaqeTK2xPP,sidebyside,control,67.234.127.233,9/8/2015 17:24,9/8/2015 17:27,6669happy,Firefox,39,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,0,0,60.971,0,1.269,23.613,23.897,7,1,,1,,1,,,Conferring potential advertising spots,Distract halfway through,1.82,14.211,15.24,6,2,2,4,4,4,2,6.371,12.827,14.533,4,2,2,2,2.026,17.098,18.069,9,2,4,4,2,4,2,2,4,4,,,,,,,,,,,1.119,4.45,5.906,3,2,3,2,1,40.04580688,-77.48069763
R_1mr4e9KEN6dErIP,sidebyside,control,106.194.21.143,9/8/2015 17:17,9/8/2015 17:32,4869happy,Chrome,30.0.1599.114,Android 5.0.2,360x640,"Mozilla/5.0 (Linux; Android 5.0.2; Mi 4i Build/LRX22G; en-gb) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Mobile Safari/537.36 Puffin/4.3.0.1852AP",0,0,128.778,0,461.154,519.705,535.261,7,1,,1,,1,,,person a was asking opinion,person b was listening to her,21.252,61.331,63.726,6,5,3,2,2,4,3,22.329,37.683,39.704,3,2,3,2,16.119,74.116,75.908,11,2,4,2,4,3,3,3,4,2,,,,,,,,,,,2.677,14.135,16.946,3,1,3,4,1,18.9750061,72.82580566
R_30fagX4leq8VV1g,sidebyside,control,70.190.30.211,9/8/2015 17:29,9/8/2015 17:34,2173happy,Chrome,45.0.2454.84,Android 5.0.1,360x640,"Mozilla/5.0 (Linux; Android 5.0.1; SCH-I545 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",0,0,146.583,0,1.167,17.606,23.84,6,1,,1,,1,,,Talking ,Listening amd answering ,2.216,81.846,83.232,6,5,5,2,2,5,5,6.091,14.506,17.178,3,2,5,4,3.327,22.879,24.684,9,1,1,1,5,1,1,1,5,1,,,,,,,,,,,1.152,10.345,12.593,4,1,4,3,1,33.32009888,-111.8739014
R_3DeFLuBZu7QHFVf,sidebyside,control,50.118.172.172,9/8/2015 17:30,9/8/2015 17:34,3414happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,64.157,0,6.8,75.906,76.899,7,1,,1,,1,,,giving ideas for a marketing campaign,It seems clueless,5.817,27.977,28.366,9,2,2,4,1,4,2,3.249,10.859,15.369,3,2,2,4,6.118,22.49,23.28,10,2,4,4,4,4,4,4,2,2,,,,,,,,,,,1.508,6.637,8.238,4,1,3,1,1,37.33380127,-121.8914948
R_xzauMLGAfCC0jYd,sidebyside,control,71.197.72.230,9/8/2015 17:32,9/8/2015 17:37,5822happy,MSIE,11,Windows NT 6.3,1607x904,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; McAfee; rv:11.0) like Gecko,71.701,72.84,74.418,2,0.748,53.064,92.741,6,1,,1,,1,,,talking and reading from notes. She was speaking with person b. They were video chatting.,Person b was listening to person a. Person a and person b were discussing plans for advertising.,4.544,20.232,21.457,6,2,1,5,4,5,2,7.304,12.68,13.838,3,2,2,2,2.832,36.437,37.602,14,2,4,3,2,3,4,3,2,4,,,,,,,,,,,1.967,10.594,11.282,6,1,3,1,1,39.05290222,-121.7328949
R_1FJVcRhS0C79uWF,sidebyside,control,66.114.23.131,9/8/2015 17:36,9/8/2015 17:40,8590happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,76.154,0,2.541,30.044,40.522,5,1,,1,,1,,,described where they were thinking of placing an ad,listening to person A,7.743,26.679,28.338,6,4,4,2,2,5,4,12.861,22.169,23.222,4,2,3,4,1.423,9.484,11.171,5,2,2,2,5,3,1,1,4,2,,,,,,,,,,,1.382,9.015,12.12,3,2,6,2,1,41.14230347,-83.63829803
R_A4l08ks5ned8IPD,sidebyside,control,65.60.20.67,9/8/2015 17:38,9/8/2015 17:43,6037happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",11.541,66.072,67.908,7,9.831,58.671,84.658,13,1,,1,,1,,,local news paper,shopping mall entrance,2.234,7.886,8.855,6,5,4,4,5,4,5,2.836,4.569,5.482,3,4,4,4,0.04,15.14,16.407,19,4,4,5,4,4,4,5,5,5,,,,,,,,,,,2.487,23.624,25.136,23,1,3,3,1,41.8500061,-87.65000153
R_RUZss9GMvVl0UyR,sidebyside,control,66.114.23.131,9/8/2015 17:41,9/8/2015 17:44,8347happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.022,0,2.072,28.445,29.014,7,1,,1,,1,,,describing where to place the ad,listening to person A,4.833,14.603,16.229,7,5,4,1,1,5,4,3.415,7.864,10.194,4,4,4,4,10.843,28.926,29.855,10,2,2,2,5,2,1,1,3,2,,,,,,,,,,,1.941,9.044,11.721,4,2,2,2,1,41.14230347,-83.63829803
R_AagMx8JR1VMy5zz,sidebyside,control,207.244.83.195,9/8/2015 17:40,9/8/2015 17:46,9984happy,Chrome,45.0.2454.85,Windows NT 6.1,1360x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,84.538,0,19.298,109.838,111.88,7,1,1,,1,,,,A person is a teacher and is explaining to do,this person is a white girl,9.052,27.062,28.15,6,5,5,3,3,4,4,10.025,20.94,21.62,5,5,5,3,11.002,18.844,25.073,9,4,4,4,4,4,4,4,4,4,,,,,,,,,,,1.688,14.745,16.318,3,1,3,7,1,42.47549438,-70.9068985
R_25u14bLZSEt3YYn,sidebyside,control,198.7.59.110,9/8/2015 17:45,9/8/2015 17:47,4835happy,Chrome,46.0.2490.13,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.13 Safari/537.36",0,0,107.643,0,2.048,4.125,13.223,4,,1,1,1,,,,good,good,1.124,5.48,5.937,8,1,2,4,3,3,3,1.027,2.547,2.904,4,3,2,4,1.375,5.909,6.334,8,3,2,2,3,3,2,3,2,3,,,,,,,,,,,1.833,4.284,5.43,4,1,2,4,1,38.79319763,-77.53659821
R_1jy7qT5ZJtPfKCU,sidebyside,control,66.87.114.94,9/8/2015 17:41,9/8/2015 17:48,6809happy,Chrome,45.0.2454.84,Android 5.1.1,400x640,"Mozilla/5.0 (Linux; Android 5.1.1; SM-N915P Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",0,0,82.045,0,5.579,114.192,151.981,9,1,,1,,1,,,"Person A was talking to person B about the campaign. She would look at the camera, but also not quite while she was talking.  ","Person B was mostly quiet while person A talked. Not much more then a few ""mhms"" to show she was listening.",13.726,51.335,54.064,6,4,3,2,2,5,2,12.042,26.721,28.354,3,4,3,3,14.029,47.484,49.621,9,2,3,3,4,3,2,2,3,3,,,,,,,,,,,1.54,10.83,12.817,4,2,2,1,1,42.38720703,-83.19059753
R_ALt89XhBQeCrgQx,sidebyside,control,12.226.172.51,9/8/2015 17:49,9/8/2015 17:54,8018happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",29.331,29.331,80.947,1,21.66,48.316,61.187,3,,1,,1,,1,,casting,casting employer,15.202,40.795,42.874,6,2,1,1,1,5,5,7.495,18.241,19.102,3,1,1,2,13.336,23.899,29.663,10,4,4,5,4,4,5,4,5,4,,,,,,,,,,,2.588,16.246,18.392,3,1,3,3,1,42.41720581,-96.47889709
R_1K24T8u09VY3DMh,sidebyside,control,190.74.180.166,9/8/2015 17:42,9/8/2015 17:56,3960happy,Chrome,45.0.2454.85,Windows NT 5.1,1152x864,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",70.311,70.311,71.403,1,67.507,308.368,310.594,5,1,1,1,1,1,1,,the person was very focused on what I wanted to understand,Person B was not as part of the topic relating q and responded very little to what you asked,21.831,57.965,58.967,6,1,1,1,1,1,1,31.693,60.462,61.394,5,1,1,1,44.332,131.76,133.055,11,4,3,3,5,3,5,5,5,5,,,,,,,,,,,16.083,36.897,38.777,3,1,2,4,1,8,-66
R_3nGI50K3cUnu5j4,sidebyside,control,73.141.61.106,9/8/2015 17:52,9/8/2015 17:58,4567happy,Chrome,45.0.2454.85,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",34.278,40.317,66.418,2,1.339,4.17,44.378,4,1,,1,,1,,,Person A was describing a marketing campaign and was describing possible locations for it.,Person B was not really paying attention and was possibly doing something else when she should have been listening. ,2.342,10.055,10.799,6,3,3,5,3,5,2,4.224,9.485,10.08,5,3,2,2,3.933,12.547,13.847,10,3,4,4,2,3,4,4,3,4,,,,,,,,,,,1.022,4.952,6.06,3,1,3,4,1,39.93240356,-75.34069824
R_2uL4EfdfsvmTIJT,sidebyside,control,24.206.203.72,9/8/2015 17:52,9/8/2015 17:59,1092happy,Chrome,45.0.2454.85,Windows NT 6.2,1440x900,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",13.401,153.604,154.85,3,10.008,60.984,97.928,6,1,,1,,1,,,explaining the locations to person B,just agreeing with what person A was saying,10.294,36.673,38.519,6,4,2,1,1,5,3,16.18,32.669,33.835,5,4,3,2,9.592,45.961,48.133,14,1,1,1,5,1,1,1,5,1,,,,,,,,,,,2.165,17.824,18.893,5,2,5,7,1,32.22590637,-95.38829803
R_1ffMCHMRLcbLykN,sidebyside,control,190.74.180.166,9/8/2015 17:57,9/8/2015 18:02,1370happy,Chrome,45.0.2454.85,Windows NT 5.1,1152x864,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,64.348,0,2.14,63.114,64.971,11,1,1,1,1,1,1,,the person is very direct in his theme fuida,Person B was not as part of the topic relating q and responded very little to what you asked,1.273,5.272,6.263,8,1,1,1,1,1,1,10.822,16.181,17.162,6,4,3,4,6.062,11.702,12.561,9,4,4,4,4,4,4,4,4,4,,,,,,,,,,,2.785,8.328,9.531,3,1,2,4,1,8,-66
R_12qZ8i7iskGReMg,sidebyside,control,50.118.172.247,9/8/2015 18:00,9/8/2015 18:06,1029happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",3.248,100.984,102.217,3,2.313,50.867,65.475,8,1,,1,,1,,,A was telling locations.,B was noting locations.,7.951,41.701,42.752,6,5,5,1,1,5,5,9.006,25.709,26.728,3,1,3,4,6.232,54.57,55.949,13,5,5,1,5,5,1,2,5,1,,,,,,,,,,,1.981,16.823,20.268,6,1,3,3,1,37.33380127,-121.8914948
R_2dGuuRRRdg8Wwh7,sidebyside,control,68.193.104.102,9/8/2015 18:02,9/8/2015 18:06,5336happy,Chrome,45.0.2454.85,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",68.553,68.553,72.525,1,3.783,17.054,50.772,7,1,1,1,,,,,explaining where her ads were going to be,nothing much they were jus agreeing and nodding along with what person A was saying,3.428,16.263,17.184,6,1,1,5,5,5,1,6.428,13.127,13.773,3,1,1,4,4.798,27.911,28.648,10,3,5,5,1,4,4,4,2,4,,,,,,,,,,,1.473,11.169,12.016,5,2,3,6,1,40.85290527,-73.91390228
R_1FsKItS2plBK1DU,sidebyside,control,24.206.203.72,9/8/2015 18:02,9/8/2015 18:06,6976happy,Chrome,45.0.2454.85,Windows NT 6.2,1440x900,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",6.971,48.46,64.386,16,3.5,61.956,66.483,7,1,,1,,1,,,explaining locayions for add,listening and agreeing,4.932,28.186,29.371,6,5,5,1,1,5,5,4.884,16.638,17.718,3,5,1,5,4.454,34.424,35.381,11,1,1,1,5,1,1,1,5,1,,,,,,,,,,,2.984,9.685,10.761,4,2,5,7,1,32.22590637,-95.38829803
R_1OlDHlDLL12BWqk,sidebyside,control,69.36.65.182,9/8/2015 18:06,9/8/2015 18:11,9708happy,Firefox,40,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,19.337,62.555,71.183,12,8.126,14.091,43.001,3,,,1,1,1,,,Stating the locations of which they could pull in the most traffic.,Listening and considering these locations.,10.094,42.515,43.07,8,5,5,3,3,5,3,5.794,12.014,15.213,3,5,3,4,5.526,39.904,40.909,13,5,4,4,5,4,5,4,5,4,,,,,,,,,,,1.365,8.893,10.284,4,1,2,7,1,34.22979736,-118.5995026
R_2TO9FkkFuR6RqYd,sidebyside,control,50.118.172.247,9/8/2015 18:10,9/8/2015 18:14,3456happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",2.457,62.69,64.143,4,2.037,29.145,30.44,7,1,,1,,1,,,A was telling address,B was noting that,5.981,30.402,31.611,6,5,5,1,1,3,3,3.576,12.448,13.572,3,1,1,5,3.669,35.03,36.333,11,5,5,1,5,5,5,1,5,1,,,,,,,,,,,1.716,11.457,12.87,6,1,3,3,1,37.33380127,-121.8914948
R_1I6qSoEthvHCsBK,sidebyside,control,24.206.203.72,9/8/2015 18:17,9/8/2015 18:21,9619happy,Chrome,45.0.2454.85,Windows NT 6.2,1440x900,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",6.894,6.894,72.789,1,1.801,57.58,65.178,9,1,,1,,1,,,explaining location of 3 locations for add,agreeing,2.862,16.772,17.67,6,5,5,3,3,5,5,4.966,13.729,14.841,3,5,3,3,8.817,31.27,32.353,12,1,1,1,5,1,1,1,1,1,,,,,,,,,,,1.696,7.169,8.087,4,2,5,7,1,32.22590637,-95.38829803
R_2SrxHJm88rlgg0a,sidebyside,control,64.56.30.251,9/8/2015 18:22,9/8/2015 18:26,4865happy,Chrome,34.0.1847.76,Android 5.0,360x640,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-G870A Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36",0,0,62.093,0,3.479,37.586,58.666,5,1,,1,,1,,,Talking about potential places to put their campaign,"Couldn't see them, but they were listening and responding to person A",4.115,32.44,33.872,13,4,3,4,4,5,3,10.281,15.808,16.973,3,4,4,4,9.434,32.983,34.251,9,2,4,4,4,4,4,5,4,4,,,,,,,,,,,1.552,7.487,8.729,3,2,2,1,1,30.21429443,-90.94020081
R_1es2ENOULCF9Zaa,sidebyside,control,54.148.44.119,9/8/2015 18:22,9/8/2015 18:27,3634happy,Chrome,47.0.2498.0,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2498.0 Safari/537.36",0,0,67.434,0,16.458,47.638,51.109,9,1,,,1,,1,,no,no,10.057,31.741,33.134,6,4,4,3,3,3,3,12.552,24.746,25.726,3,4,4,4,10.679,44.666,45.864,9,4,4,4,3,4,3,3,3,3,,,,,,,,,,,2.946,15.734,17.165,4,1,2,6,1,45.83990479,-119.7005997
R_0Vt1GTV1pypocjX,sidebyside,control,49.15.80.174,9/8/2015 18:20,9/8/2015 18:30,7410happy,Chrome,31.0.1650.63,Windows NT 6.1,720x1280,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",,,,,24.433,151.702,170.281,5,1,,1,,1,,,person A is explaining,person B listening to person A,36.985,114.506,67.521,31,4,4,5,4,4,4,15.093,35.945,36.51,3,4,3,5,47.386,120.431,121.438,11,2,3,3,4,3,3,3,4,3,,,,,,,,,,,2.043,24.998,27.93,3,1,2,6,1,20,77
R_1gGf8zJIhIV3Fy5,sidebyside,control,207.244.72.195,9/8/2015 18:29,9/8/2015 18:49,9058happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,185.498,0,320.595,743.581,746.779,12,1,,1,,1,,,the person to talk much more,Person B just merely responding,11.673,43.405,46.329,6,3,3,3,3,5,2,27.7,50.107,51.436,4,2,2,2,14.094,44.767,46.962,9,3,4,4,3,4,3,3,2,3,,,,,,,,,,,2.22,16.476,18.126,3,1,3,7,1,38.79319763,-77.53659821
R_sHZ8j6i9qr93nwd,sidebyside,control,72.219.43.128,9/8/2015 18:56,9/8/2015 19:03,5006happy,Chrome,45.0.2454.85,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",4.268,4.268,206.457,1,4.813,42.599,66.03,6,1,,1,,1,,,explaining where an ad should be placed with lesser cost but more efficient,she is listening to person A while expressing her consent,5.682,23.169,24.748,6,4,4,2,2,4,4,18.697,24.548,25.313,4,4,4,4,9.209,33.265,35.085,10,2,2,2,4,4,4,2,4,4,,,,,,,,,,,1.757,9.502,12.323,3,2,2,4,1,30.3999939,-91.145401
R_1PekxkkymwkMgLX,sidebyside,control,71.11.208.214,9/8/2015 18:47,9/8/2015 19:04,7006happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",3.674,544.134,546.473,3,6.409,255.102,262.98,16,1,,1,,1,,,You could tell she was reading. Yet she seemed more comfortable  being on the camera., She  seemed more rigid and uncomfortable. Her speech was short and loud.,20.862,64.035,65.519,6,4,5,1,3,5,3,16.904,30.158,31.577,3,4,4,1,3.002,48.829,50.32,15,3,3,3,4,3,3,3,4,3,,,,,,,,,,,2.468,25.399,26.856,14,2,4,3,1,32.86590576,-97.21759796
R_1jD7jwlpyiz9tNY,sidebyside,control,173.44.55.77,9/8/2015 19:10,9/8/2015 19:15,9895happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.362,0,9.382,70.915,116.773,3,1,,1,,1,,,She was the main character who gave the tasks,She was the test subject who has to remember the places,4.753,6.658,7.07,6,4,4,4,4,4,4,8.26,13.718,14.132,3,1,2,3,7.847,12.529,13.221,10,3,3,4,3,2,3,4,3,3,,,,,,,,,,,1.065,14.927,15.264,7,1,3,5,1,25.85879517,-80.3839035
R_1o5VpaYRA2vKFtL,sidebyside,control,108.62.19.210,9/8/2015 19:07,9/8/2015 19:15,4352happy,Firefox,40,Windows NT 10.0,1440x900,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,334.461,334.461,335.765,1,2.435,45.64,85.998,6,1,,1,,1,,,take opinion from person B.,give her better suggesion,3.834,7.216,8.163,6,5,5,5,4,4,4,3.225,5.52,6.583,3,4,3,4,3.206,12.48,13.462,12,4,5,5,5,5,5,4,4,4,,,,,,,,,,,3.483,18.153,19.188,6,1,2,7,1,33.75160217,-84.39150238
R_1dAhOTMakOkIhhj,sidebyside,control,68.38.49.245,9/8/2015 19:11,9/8/2015 19:17,1371happy,Chrome,40.0.2214.93,Linux i686,1280x800,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",6.16,72.57,75.733,4,4.487,37.181,54.059,6,1,,1,,1,,,Person A did most of the talking and explaining,Person B was listening.,8.562,35.888,38.013,6,4,4,2,2,5,3,14.875,42.04,43.854,3,4,4,4,9.401,54.151,56.273,13,2,2,3,4,2,1,1,3,3,,,,,,,,,,,2.139,25.305,26.764,6,1,3,2,1,39.83810425,-84.90540314
R_2UabppWh6x5GB7g,sidebyside,control,64.251.22.13,9/8/2015 19:33,9/8/2015 19:37,1409happy,Chrome,45.0.2454.85,Windows NT 6.1,1176x664,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,68.609,0,4.775,47.342,60.131,7,1,,1,,1,,,Explaining a marketing campaing to a lady,A lady listening guidelines,5.477,25.837,26.84,6,5,5,3,3,5,3,5.027,14.588,14.927,4,4,4,5,9.166,23.471,24.875,11,4,4,4,5,5,3,2,5,3,,,,,,,,,,,1.089,8.194,9.428,3,1,3,4,1,26.34829712,-80.15850067
R_R9N0CZ3Zs9cHzkl,sidebyside,control,208.31.49.58,9/8/2015 19:32,9/8/2015 19:38,3137happy,MSIE,11,Windows NT 6.3,1360x768,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; .NET4.0E; .NET4.0C; InfoPath.2; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; rv:11.0) like Gecko,10.284,48.126,143.991,2,4.192,22.513,45.666,5,1,,1,,,1,,speaking,reafirming,1.51,3.565,4.553,6,4,3,5,4,4,5,0.89,1.65,2.36,3,3,5,4,1.394,5.386,5.923,10,4,3,4,3,4,4,3,3,4,,,,,,,,,,,1.023,7.808,9.284,4,1,2,2,1,40.71110535,-73.94689941
R_2wMEz6Lm4dbYoAf,sidebyside,control,66.171.228.96,9/8/2015 19:42,9/8/2015 19:46,7730happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,61.291,0,1.194,56.295,73.587,6,1,,1,,1,,,ask opinion person B about location  a billboard,listening obout three location ,5.622,26.324,26.955,8,4,5,3,5,5,5,8.443,17.697,18.362,3,5,4,5,9.503,39.174,39.582,12,4,4,2,5,3,2,2,5,3,,,,,,,,,,,1.517,9.493,11.077,3,1,2,4,1,33.84030151,-118.3538971
R_d75hrqwQdvLh3e9,sidebyside,control,209.73.137.96,9/8/2015 19:46,9/8/2015 19:50,1608happy,Chrome,46.0.2490.13,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.13 Safari/537.36",1.733,68.933,69.685,4,2.394,22.289,56.922,6,1,,1,,,1,,telling person b about a meeting,was listening carefully what person a was saying,3.071,20.509,21.571,6,5,5,3,3,5,5,7.207,19.291,20.177,5,5,5,4,4.119,30.277,31.419,11,5,2,1,5,2,2,1,5,1,,,,,,,,,,,2.792,9.596,10.776,5,2,2,4,1,37.37210083,-121.8643036
R_1LCe6gOsUrmX1Jk,sidebyside,control,50.31.30.88,9/8/2015 19:49,9/8/2015 19:52,9619happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.865,0,1.252,4.092,5.058,3,,1,1,1,,,,fh,fgh,1.12,5.624,6.382,6,2,3,2,3,4,4,1.145,3.817,4.683,4,2,3,3,2.211,8.5,9.491,7,3,3,3,4,3,3,3,4,3,,,,,,,,,,,2.708,12.356,14.164,3,1,2,2,1,41.81190491,-87.68730164
