ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click 2,Timing-Last Click 2,"Timing-#QuestionText, TimingPageSubmit# 2","Timing-#QuestionText, TimingClickCount# 2",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click 3,Timing-Last Click 3,"Timing-#QuestionText, TimingPageSubmit# 3","Timing-#QuestionText, TimingClickCount# 3",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click 4,Timing-Last Click 4,"Timing-#QuestionText, TimingPageSubmit# 4","Timing-#QuestionText, TimingClickCount# 4",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click 5,Timing-Last Click 5,"Timing-#QuestionText, TimingPageSubmit# 5","Timing-#QuestionText, TimingClickCount# 5",looking at a document for another project.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgWork,browsing Facebook.,chatting with a friend.,reading a personal email.,AvgPersonal,focusing on the document person A is talking about.,searching for other locations for the advertising campaign.,AvgMeeting,listening to person A.,MostLikelyActivity,Timing-First Click 6,Timing-Last Click 6,"Timing-#QuestionText, TimingPageSubmit# 6","Timing-#QuestionText, TimingClickCount# 6",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click 7,Timing-Last Click 7,"Timing-#QuestionText, TimingPageSubmit# 7","Timing-#QuestionText, TimingClickCount# 7",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude,RepeatAnswer,TotalTimer,Mahal. Distance,MeetingNotMeeting,MultitaskenNotMultitasken
R_2vY6h9Cg97gP1QB,bigsmall,switch,50.195.163.121,09/22/2015 8:23 PM,09/22/2015 8:29 PM,3755happy,Chrome,45.0.2454.93,Windows NT 6.1,1920x1200,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,79.625,0,4.322,35.985,66.638,5,0,0,1,0,1,-1,1,Person A was describing her ideas for the advertising campaign.,Person B was listening to the ideas and occasionally giving input.,3.875,25.713,27.77,6,4,4,3,2,4,4,6.994,13.698,14.543,3,4,4,4,6.464,40.698,42.072,10,3,3,1,2.33333333,2,1,3,2,4,4,4,4,Meeting,13.265,65.073,66.473,2,It was obvious person B was being recorded with a different webcam because when she turned the screen changed and she was facing the screen again.,1,1.158,5.997,8.111,3,1,4,1,39.7684021,-86.157997,NotRepeat,80.953,notoutlier,Meeting,Multitasken
R_2SGft89WhlgNQVt,bigsmall,switch,108.2.11.84,09/22/2015 9:30 PM,09/22/2015 9:40 PM,5817happy,Firefox,40,Windows NT 5.1,785x589,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,114.829,0,15.949,95.918,164.716,4,1,0,1,0,0,-1,1,she was explaining something to another employee. She was talking about locations for a campaign.,Person B was listening and viewing the information from Person A. Person B was also reveiwing an email sent to her by Person B.,13.873,50.817,53.85,6,4,4,5,5,5,5,9.796,23.847,26.333,3,5,5,5,12.508,61.224,62.984,12,1,1,1,1,2,1,5,2.66666667,5,2,3.5,5,Meeting,22.184,74.313,76.385,4,It was not very obvious to me that Person B was recorded with a different webcam.,1,1.262,14.064,17.367,3,2,4,1,39.9882965,-75.220802,NotRepeat,137.201,notoutlier,Meeting,Multitasken
R_3h6Bia4UOSxHvcw,bigsmall,switch,24.112.79.206,09/23/2015 5:18 AM,09/23/2015 5:24 AM,8581happy,Chrome,45.0.2454.99,Windows NT 5.1,1600x900,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,79.663,0,8.208,54.829,88.859,3,1,0,1,0,0,-1,1,talking to the lady about billboards. She was finding a location,she was watching her monitor.  just was saying a few words.,6.703,28.363,31.425,6,4,4,3,2,5,5,8.747,20.382,21.633,3,5,5,4,7.234,32.377,34.42,9,1,3,2,2,2,1,2,1.66666667,5,4,4.5,5,Meeting,16.743,54.98,56.263,2,just the way the picture changed. She moved in her chair,1,2.328,11.559,14.007,3,1,6,7,36.4759064,-83.498398,NotRepeat,82.852,notoutlier,Meeting,Multitasken
R_3p4lsvobA3ruhJA,bigsmall,switch,65.60.7.227,09/14/2015 4:59 PM,09/14/2015 5:27 PM,7933happy,Firefox,40,Windows NT 6.1,1024x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,19.779,669.141,938.406,4,149.434,245.017,301.533,9,1,0,1,0,1,0,3,just talking about the locations,"listening to person A, at the middle of the convesation, she changed her view",5.055,27.195,48.908,6,5,5,4,4,5,5,12.782,28.606,29.55,3,3,4,4,3.521,29.083,29.813,11,1,5,1,2.33333333,1,1,3,1.66666667,5,3,4,4,Meeting,22.195,181.638,182.846,11,it was ubviously that there were two webcams because I saw her from 2 locations.,1,1.61,8.881,12.162,4,1,3,2,41.8825989,-87.629204,NotRepeat,93.883,notoutlier,Meeting,Multitasken
R_1CI8QzHXbOHt1kv,bigsmall,switch,54.171.75.163,09/14/2015 5:39 PM,09/14/2015 6:06 PM,1542happy,Firefox,40,Windows NT 5.1,1366x664,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,101.098,0,3.295,116.967,121.529,19,1,0,1,0,1,0,3,She was describing three places that they could show their ads. Potential Places for them,She was listening to person A and checking the information,4.402,35.998,40.445,7,4,4,1,1,4,4,6.126,52.173,56.805,5,5,5,4,6.245,100.189,104.075,13,2,2,2,2,2,2,2,2,4,2,3,4,Meeting,11.575,191.35,195.117,19,It was completely obivious that there was two different webcams,1,2.866,10.905,12.498,3,1,2,2,53.3330994,-6.2489014,NotRepeat,162.018,notoutlier,Meeting,Multitasken
R_DOEkLTH2DZs59CN,bigsmall,switch,50.136.176.197,09/14/2015 11:45 PM,09/14/2015 11:51 PM,2734happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",211.938,214.674,243.156,2,3.85,9.906,33.378,4,1,0,1,0,1,0,3,Person A was listening to the suggestions,Person B was giving the suggestions,4.531,14.142,14.85,8,4,4,3,4,3,2,9.626,10.899,11.291,3,3,2,4,8.998,13.543,14.079,10,3,4,3,3.33333333,2,2,3,2.33333333,3,4,3.5,3,Meeting,1.296,9.396,13.234,3,Very obvious,1,7.677,15.853,16.141,4,1,2,2,37.2554932,-121.9245,NotRepeat,48.07,notoutlier,Meeting,Multitasken
R_Rb2Het1HfEevHPj,bigsmall,switch,107.140.176.37,09/15/2015 9:29 AM,09/15/2015 9:33 AM,9954happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,72.522,0,12.239,14.97,46.696,3,1,0,1,0,1,0,3,telling the girl about possible locations,watching her screen for locations,27.061,36.752,37.336,6,5,5,5,3,5,5,5.024,7.529,8.797,3,4,5,5,3.277,13.715,16.824,9,1,1,1,1,1,1,1,1,5,5,5,5,Meeting,1.189,23.505,25.603,5,you could still se her even though she changed directions,1,1.21,5.347,7.028,3,1,4,1,42.2843018,-85.229301,NotRepeat,64.188,notoutlier,Meeting,Multitasken
R_3NUw1YknFEWXw5O,bigsmall,switch,97.94.218.170,09/15/2015 3:11 PM,09/15/2015 3:18 PM,3498happy,Firefox,40,Windows NT 6.0,1024x768,Mozilla/5.0 (Windows NT 6.0; rv:40.0) Gecko/20100101 Firefox/40.0,5.042,5.042,96.095,1,7.857,10.849,14.593,3,1,0,1,0,1,0,3,Person A was not really doing anything but facing forward and speaking,Person B was really not doing anything but facing forward speaking,13.786,42.886,44.104,8,4,4,2,2,4,4,21.892,34.796,36.378,3,4,4,3,10.39,28.053,30.734,9,2,2,2,2,2,2,2,2,4,2,3,4,Meeting,12.34,62.081,63.459,2,"because the screen flicked and had there only been 1 webcab, when person b switcherd to the second monitor we would have seen her from the side or behind",1,1.458,9.258,11.507,3,2,4,2,32.8659058,-97.217598,NotRepeat,89.345,notoutlier,Meeting,Multitasken
R_sS997jt3Tg7v2uZ,bigsmall,switch,192.254.73.179,09/14/2015 5:51 PM,09/14/2015 6:18 PM,3812happy,Firefox,40,Windows NT 5.1,1366x664,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,90.397,0,4.507,69.554,123.511,12,1,0,1,0,1,0,3,Well... she was describing 3 potential places they could show their ads.,She was looking at person A and checking documents,3.599,13.215,13.982,6,5,5,1,1,5,5,21.176,29.264,31.356,4,5,5,5,3.186,43.37,44.527,14,2,2,1,1.66666667,1,1,1,1,4,2,3,5,Meeting,16.853,132.516,132.877,4,she was using 2 different webcams during the conversation,1,4.195,24.163,25.995,5,1,2,3,,,NotRepeat,88.504,notoutlier,Meeting,Multitasken
R_1mKqiOGLLhBNYPl,bigsmall,switch,75.98.238.230,09/15/2015 12:10 AM,09/15/2015 12:20 AM,8570happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",74.79,74.79,76.889,1,6.954,33.786,91.946,4,1,0,1,0,1,0,3,speaking,listning,24.084,71.764,72.949,8,3,2,4,4,4,2,46.281,63.562,65.723,3,3,2,4,5.186,90.317,91.351,12,2,4,2,2.66666667,2,2,3,2.33333333,4,4,4,4,Meeting,15.319,98.402,138.203,9,she worked on another computer the same task,1,2.541,29.352,32.786,7,1,3,3,,,NotRepeat,200.086,notoutlier,Meeting,Multitasken
R_2VxaUnLicGzh5NL,bigsmall,switch,67.141.20.149,09/22/2015 4:27 PM,09/22/2015 4:30 PM,1811happy,Chrome,45.0.2454.93,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,71.228,0,5.597,10.124,20.572,4,1,0,1,0,1,0,3,Talking,Multitasking,4.037,17.928,18.793,6,1,1,5,5,5,1,6.518,13.476,14.273,3,1,1,5,6.357,24.317,25.499,9,5,1,1,2.33333333,5,1,5,3.66666667,1,1,1,1,Personal,5.643,11.965,23.541,3,She just was not paying attention at all,1,1.501,9.696,12.257,3,2,3,4,37.9951935,-84.368896,NotRepeat,59.549,notoutlier,NotMeeting,Multitasken
R_2dtnpAqfOM8rK6V,bigsmall,switch,50.153.178.156,09/22/2015 7:31 PM,09/22/2015 7:36 PM,8178happy,Chrome,45.0.2454.94,Android 4.4.2,320x534,"Mozilla/5.0 (Linux; Android 4.4.2; LG-VS450PP Build/KOT49I.VS450PP1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.94 Mobile Safari/537.36",0,0,76.524,0,4.604,30.507,31.559,7,1,0,1,0,1,0,3,Talking,Listening and doing other things,4.441,17.333,18.544,6,3,2,5,3,5,2,7.059,15.815,17.706,5,5,2,4,6.562,25.033,26.638,9,5,5,3,4.33333333,4,2,4,3.33333333,4,2,3,4,Personal/Work,37.203,58.865,61.185,4,"There was a beep,and a switch of angles",1,0.825,7.488,9.32,4,2,3,2,38.0888062,-78.559196,NotRepeat,59.502,notoutlier,NotMeeting,Multitasken
R_1o0jjBOelsxAaoi,bigsmall,switch,207.225.131.141,09/22/2015 10:36 PM,09/22/2015 10:40 PM,7115happy,Firefox,40,Windows NT 6.1,1024x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,9.766,72.124,73.902,2,4.5,31.335,59.033,7,1,0,1,0,1,0,3,Giving information on ad campaigns. Speaking.,Listening to person A describe l;ocations and costs of ad campaign ideas.,3.096,14.88,15.55,7,5,5,1,1,5,5,4.717,9.556,10.452,3,4,5,5,3.738,20.633,21.615,13,1,2,2,1.66666667,2,1,2,1.66666667,5,2,3.5,5,Meeting,3.647,55.084,56.272,5,Very obvious person B was switched to another webcam Appeared person B was looking at ad campaign locations.,1,1.286,7.222,7.838,6,1,5,2,44.9994049,-93.296997,NotRepeat,48.003,notoutlier,Meeting,Multitasken
R_1M5J8HkyMLrOVg1,bigsmall,switch,96.28.220.110,09/23/2015 3:19 AM,09/23/2015 3:23 AM,9657happy,Chrome,45.0.2454.93,Windows NT 6.0,1280x1024,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,71.981,0,1.705,27.839,58.344,5,1,0,1,0,1,0,3,She was describing the possible locations for the different ads,She was listening and occasionally seemed to be looking at a map or info on the locations,5.005,20.114,21.257,7,4,4,2,2,5,4,4.385,9.417,10.162,3,4,4,4,4.494,19.766,21.169,10,1,1,1,1,1,1,1,1,5,5,5,5,Meeting,17.778,18.903,39.474,2,The angle of view seemed different,1,1.291,4.42,6.297,3,2,5,1,38.1609039,-85.785103,NotRepeat,51.723,notoutlier,Meeting,Multitasken
R_ukXxgTQNpgBxAQh,bigsmall,main,23.27.248.228,09/15/2015 6:29 PM,09/15/2015 6:36 PM,5803happy,Chrome,44.0.2403.155,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174",0,0,134.406,0,5.192,15.886,162.541,10,1,-1,1,-1,1,-1,0,N/A,N/A,0.759,3.215,3.848,6,1,2,3,4,2,4,0.658,2.042,2.357,4,1,2,5,0,0,0,0,3,1,3,2.33333333,3,4,2,3,2,4,3,5,Personal/Work,,,,,,,1.074,6.499,8.164,3,1,2,3,37.3338013,-121.89149,NotRepeat,16.012,notoutlier,NotMeeting,Multitasken
R_1HbiCfCYDMPa3fG,bigsmall,main,187.189.148.180,09/22/2015 7:04 PM,09/22/2015 7:12 PM,3675happy,Chrome,30.0.1599.114,Linux x86_64,1024x768,"Mozilla/5.0 (X11; U; Linux x86_64; es-MX) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.5.1IT",0,0,123.384,0,14.891,205.541,207.884,12,1,-1,1,-1,0,0,0,girl talking,girl ignoring,14.463,24.457,25.517,6,3,4,3,4,3,3,2.024,3.644,4.237,4,3,4,4,12.074,27.203,28.531,10,4,4,4,4,3,3,4,3.33333333,4,4,4,3,Work,,,,,,,1.806,10.743,12.021,3,1,2,6,20.6667023,-103.3333,NotRepeat,70.069,notoutlier,NotMeeting,Multitasken
R_WAPb8mOsSoBgOOd,bigsmall,main,187.244.138.115,09/22/2015 11:36 PM,09/22/2015 11:39 PM,1418happy,Chrome,30.0.1599.114,Linux x86_64,1024x768,"Mozilla/5.0 (X11; U; Linux x86_64; es-MX) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.5.1IT",0,0,71.645,0,1.48,34.649,35.99,10,1,-1,1,-1,0,0,0,Girl questions,Girl neutral,5.588,19.422,20.112,6,3,3,3,4,3,3,1.518,5.942,6.512,6,4,4,3,6.393,17.341,17.873,9,4,3,3,3.33333333,4,3,4,3.66666667,4,4,4,4,Meeting,,,,,,,11.207,16.28,17.274,3,1,2,7,20.6667023,-103.3333,NotRepeat,61.259,notoutlier,Meeting,Multitasken
R_3EHeCCzhbGY1Bo1,bigsmall,main,74.221.1.110,09/23/2015 12:43 AM,09/23/2015 12:48 AM,4188happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,75.601,0,19.681,55.736,71.863,9,1,-1,1,0,0,-1,0,Person A was talking softly.,Person B was answering questions.,5.35,23.726,25.414,7,5,5,5,3,3,3,6.912,13.143,14.145,3,5,5,5,12.366,34.856,36.527,9,4,5,5,4.66666667,2,2,5,3,5,3,4,5,Work,,,,,,,1.866,11.242,18.205,3,1,3,2,35.3540955,-89.895798,NotRepeat,83.146,notoutlier,NotMeeting,Multitasken
R_3O3pn0I2D01rA0y,bigsmall,main,199.58.164.123,09/14/2015 8:48 PM,09/14/2015 8:52 PM,3783happy,Chrome,45.0.2454.85,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",40.331,40.331,85.226,1,5.297,20.602,36.031,3,1,-1,1,0,0,0,1,chat online,view distracted,4.651,12.66,13.927,8,4,4,4,4,4,2,3.84,12.476,14.084,4,4,2,4,3.596,13.065,14.062,9,4,3,3,3.33333333,4,4,4,4,4,4,4,3,Personal/Work,,,,,,,1.635,11.976,13.321,4,1,3,3,32.8072968,-117.1324,NotRepeat,45.31,notoutlier,NotMeeting,Multitasken
R_1IXZQ1WOOSx7Wd4,bigsmall,main,158.222.139.43,09/14/2015 9:57 PM,09/14/2015 10:01 PM,7017happy,Chrome,45.0.2454.85,Macintosh,1440x900,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,78.256,0,7.595,9.475,35.23,3,1,-1,1,0,0,0,1,Asking questions and giving directions,listening and responding affirmitively,3.981,16.696,17.616,6,2,2,4,3,4,3,9.86,15.079,16.26,3,4,4,2,4.356,17.995,19.531,9,3,3,3,3,3,2,3,2.66666667,3,3,3,4,Work,,,,,,,1.243,5.54,7.347,3,2,3,3,40.8115997,-73.953003,NotRepeat,47.494,notoutlier,NotMeeting,Multitasken
R_2Bn5cHVgFoQZqVC,bigsmall,main,24.136.95.190,09/15/2015 12:08 AM,09/15/2015 12:13 AM,3407happy,Chrome,44.0.2403.156,CrOS armv7l 7077.134.0,1366x768,"Mozilla/5.0 (X11; CrOS armv7l 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",75.071,75.071,77.409,1,16.014,64.38,101.911,5,1,-1,1,0,0,0,1,Person A is discussing material she sent regarding the project plans,Person B is going through her notes regarding person A and the project,5.384,17.808,19.373,6,4,4,3,4,4,4,6.513,14.133,15.514,3,4,4,2,9.442,25.498,26.882,9,3,3,3,3,3,3,3,3,3,3,3,4,Meeting/Personal/Work,,,,,,,2.018,16.114,17.964,5,1,4,3,34.0202026,-118.3928,NotRepeat,67.219,notoutlier,NotMeeting,Multitasken
R_2pPsV4GbEyC4Ho0,bigsmall,main,98.193.72.3,09/15/2015 4:46 AM,09/15/2015 4:52 AM,7050happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",25.948,25.948,80.017,1,21.165,67.177,88.242,3,1,0,1,-1,0,0,1,"Person A would look at the screen for a bit and then look at something off to her left for a bit, then back at the screen.",She looked directly at the screen the whole time.,6.708,44.46,45.137,6,4,4,2,2,2,5,13.575,23.321,24.107,3,3,3,2,21.788,45.663,46.685,10,2,4,2,2.66666667,3,2,3,2.66666667,3,4,3.5,2,Meeting,,,,,,,1.367,7.948,10.121,3,1,4,1,39.5924988,-86.111099,NotRepeat,104.943,notoutlier,Meeting,Multitasken
R_3D5h1CH1hi48rfs,bigsmall,main,71.251.181.103,09/16/2015 6:15 AM,09/16/2015 6:19 AM,1456happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,73.505,0,3.285,33.573,60.688,7,1,-1,0,0,1,0,1,Person A was talking,Person B seemed distracted and looked at soemone who was in the room,8.316,21.831,23.495,6,2,2,4,3,4,2,6.74,12.372,13.191,3,2,2,4,7.484,24.332,25.165,9,3,2,3,2.66666667,4,3,4,3.66666667,2,2,2,2,Personal,,,,,,,1.315,7.003,9.224,3,1,6,2,36.888794,-76.305702,NotRepeat,60.884,notoutlier,NotMeeting,Multitasken
R_1l6sudGmoGevSgF,bigsmall,main,68.103.192.207,09/16/2015 6:37 AM,09/16/2015 6:42 AM,1352happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",90.808,90.808,91.721,1,22.266,49.681,102.949,5,1,0,1,0,0,-1,1,"Talking about the campaign, I could not hear her very well.",Listening to person A. Only confirming agreed upon spots.,5.52,19.858,21.41,6,5,5,2,1,5,5,6.075,19.974,21.779,5,3,5,4,8.067,30.365,31.553,9,2,2,1,1.66666667,1,1,1,1,5,4,4.5,5,Meeting,,,,,,,1.719,9.362,11.394,3,1,5,2,37.5628967,-97.2285,NotRepeat,69.357,notoutlier,Meeting,Multitasken
R_ByuypqGdZK0pEuB,bigsmall,main,98.144.101.120,09/14/2015 10:22 PM,09/14/2015 10:27 PM,4303happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.325,0,6.028,46.091,63.054,4,1,0,1,0,0,-1,1,Talking -- but VERY softly. It was almost impossible to hear her,"Saying ""uh huh"" a lot, and looking at another screen",7.214,25.976,26.811,7,4,3,5,4,5,3,8.117,16.187,17.005,3,2,4,4,6.161,35.099,36.264,14,2,2,2,2,2,2,2,2,4,3,3.5,4,Meeting,,,,,,,1.666,9.69,11.978,3,1,5,6,,,NotRepeat,78.053,notoutlier,Meeting,Multitasken
R_t0s7EAeZNCw0Frj,bigsmall,main,174.24.50.148,09/22/2015 6:41 PM,09/22/2015 6:49 PM,5629happy,Firefox,40,Windows NT 6.3,1280x800,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,100.434,100.434,102.128,1,6.81,154.288,176.74,3,1,-1,1,0,0,0,1,"Person A was looking into  the cam for most of the conference, but was looking away not paying attention.",Person B was doing most all the talking and explaining the project and her thoughts.,3.377,25.024,25.974,9,4,4,1,5,5,1,13.071,26.831,27.601,3,2,2,4,10.975,31.862,33.02,9,4,4,1,3,4,1,4,3,2,2,2,2,Personal/Work,,,,,,,1.199,6.775,9.109,3,2,5,1,38.8338928,-104.8214,NotRepeat,71.103,notoutlier,NotMeeting,Multitasken
R_UXTQbyc1Ppe4RmV,bigsmall,main,23.27.44.108,09/22/2015 7:37 PM,09/22/2015 7:42 PM,4787happy,Firefox,40,Windows NT 10.0,1600x900,Mozilla/5.0 (Windows NT 10.0; rv:40.0) Gecko/20100101 Firefox/40.0,8.98,79.655,80.756,3,8.971,11.235,16.008,2,1,0,1,-1,0,0,1,home,local,1.819,5.482,6.444,7,2,3,3,2,3,3,1.3,2.054,2.924,3,2,3,3,0.128,6.764,7.857,10,3,3,3,3,2,3,3,2.66666667,2,2,2,2,Personal/Work,,,,,,,4.215,13.999,15.8,5,1,2,3,37.3338013,-121.89149,NotRepeat,33.101,notoutlier,NotMeeting,Multitasken
R_1KqlJZsjBb7ukj9,bigsmall,main,72.219.10.101,09/22/2015 8:50 PM,09/22/2015 8:53 PM,6425happy,Chrome,45.0.2454.99,Macintosh,1280x800,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,94.934,0,2.368,3.87,24.144,2,1,0,1,-1,0,0,1,Sitting,moving around,1.645,3.786,4.894,6,4,4,4,5,4,4,0.42,5.301,6.087,4,4,4,4,11.366,16.667,17.842,9,4,4,4,4,3,4,2,3,4,2,3,3,Work,,,,,,,0.865,5.313,6.709,3,2,3,5,30.5919037,-90.991302,NotRepeat,33.445,notoutlier,NotMeeting,Multitasken
R_2zpy8RG37teYWbS,bigsmall,main,108.248.149.121,09/22/2015 10:15 PM,09/22/2015 10:23 PM,4125happy,Firefox,40,Windows NT 6.1,1024x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,76.138,0,15.352,62.761,108.571,4,1,0,1,0,0,-1,1,I saw person A giving instructions to person b. Person A seems like she was inthe know about the project,I saw person B listening attentively to Person A. I also saw person B address her computer to follow up on something that person A had said,15.299,35.13,37.127,6,5,5,4,4,5,5,8.813,19.941,20.982,3,5,5,5,8.565,29.845,34.186,9,1,2,2,1.66666667,1,1,1,1,5,5,5,5,Meeting,,,,,,,1.443,6.074,8.772,3,2,5,3,33.7453003,-84.382896,NotRepeat,83.085,notoutlier,Meeting,Multitasken
R_3QuDHyLafJXQS9b,bigsmall,main,71.91.42.188,09/22/2015 10:23 PM,09/22/2015 10:30 PM,3730happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",1.499,89.688,90.508,3,7.812,12.6,38.498,4,1,0,1,-1,0,0,1,talking to the other person,"listening to the other woman talk, looking off into another area",1.763,37.743,38.596,9,2,3,5,3,5,3,10.6,17.451,18.223,3,5,3,3,8.815,23.653,24.492,12,2,2,2,2,2,2,2,2,4,4,4,4,Meeting,,,,,,,1.583,10.14,11.145,5,2,2,3,32.5140991,-86.586304,NotRepeat,77.233,notoutlier,Meeting,Multitasken
R_1QbGXOPnS09Teg4,bigsmall,main,67.246.232.124,09/22/2015 11:26 PM,09/22/2015 11:33 PM,6224happy,Firefox,40,Windows NT 6.3,1920x1080,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,74.515,0,13.383,71.086,98.371,3,1,-1,1,0,0,0,1,was listyening then something else caught her attention,it looked like she was reading from a script,7.773,48.659,50.109,10,2,2,4,4,4,2,17.853,24.965,26.096,3,2,2,2,10.384,33.67,35.462,10,2,2,2,2,2,2,4,2.66666667,4,4,4,4,Meeting,,,,,,,2.297,14.338,16.965,3,2,4,6,43.2285004,-77.6558,NotRepeat,105.536,notoutlier,Meeting,Multitasken
R_3R2StkKDRKvVyjm,bigsmall,main,37.1.211.132,09/23/2015 2:20 AM,09/23/2015 2:26 AM,5438happy,Chrome,45.0.2454.99,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",12.221,84.826,87.28,4,13.389,20.658,68.365,5,1,0,1,0,0,-1,1,Open a newspaper,all right,4.05,21.349,22.355,7,2,2,4,4,4,3,6.273,18.372,19.353,4,5,2,3,0.057,11.615,12.948,9,3,4,4,3.66666667,4,3,4,3.66666667,3,4,3.5,2,Personal/Work,,,,,,,2.372,9.706,10.801,6,1,4,4,45.5083008,-110.226,NotRepeat,50.104,notoutlier,NotMeeting,Multitasken
