ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click 2,Timing-Last Click 2,"Timing-#QuestionText, TimingPageSubmit# 2","Timing-#QuestionText, TimingClickCount# 2",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click 3,Timing-Last Click 3,"Timing-#QuestionText, TimingPageSubmit# 3","Timing-#QuestionText, TimingClickCount# 3",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click 4,Timing-Last Click 4,"Timing-#QuestionText, TimingPageSubmit# 4","Timing-#QuestionText, TimingClickCount# 4",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click 5,Timing-Last Click 5,"Timing-#QuestionText, TimingPageSubmit# 5","Timing-#QuestionText, TimingClickCount# 5",looking at a document for another project.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgWork,browsing Facebook.,chatting with a friend.,reading a personal email.,AvgPersonal,focusing on the document person A is talking about.,searching for other locations for the advertising campaign.,AvgMeeting,listening to person A.,MostLikelyActivity,Timing-First Click 6,Timing-Last Click 6,"Timing-#QuestionText, TimingPageSubmit# 6","Timing-#QuestionText, TimingClickCount# 6",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click 7,Timing-Last Click 7,"Timing-#QuestionText, TimingPageSubmit# 7","Timing-#QuestionText, TimingClickCount# 7",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude,RepeatAnswer,TotalTimer,Mahal. Distance,MeetingNotMeeting,MultitaskenNotMultitasken
R_sHZ8j6i9qr93nwd,sidebyside,control,72.219.43.128,09/08/2015 6:56 PM,09/08/2015 7:03 PM,5006happy,Chrome,45.0.2454.85,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",4.268,4.268,206.457,1,4.813,42.599,66.03,6,1,0,1,0,1,0,3,explaining where an ad should be placed with lesser cost but more efficient,she is listening to person A while expressing her consent,5.682,23.169,24.748,6,4,4,2,2,4,4,18.697,24.548,25.313,4,4,4,4,9.209,33.265,35.085,10,4,4,4,4,2,2,2,2,4,2,3,4,Work,,,,,,,1.757,9.502,12.323,3,2,2,4,30.3999939,-91.145401,NotRepeat,76.156,notoutlier,NotMeeting,NotMultitasken
R_1PekxkkymwkMgLX,sidebyside,control,71.11.208.214,09/08/2015 6:47 PM,09/08/2015 7:04 PM,7006happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",3.674,544.134,546.473,3,6.409,255.102,262.98,16,1,0,1,0,1,0,3,You could tell she was reading. Yet she seemed more comfortable  being on the camera., She  seemed more rigid and uncomfortable. Her speech was short and loud.,20.862,64.035,65.519,6,4,5,1,3,5,3,16.904,30.158,31.577,3,4,4,1,3.002,48.829,50.32,15,3,3,3,3,3,3,3,3,4,3,3.5,4,Meeting,,,,,,,2.468,25.399,26.856,14,2,4,3,32.8659058,-97.217598,NotRepeat,145.695,notoutlier,Meeting,NotMultitasken
R_1o5VpaYRA2vKFtL,sidebyside,control,108.62.19.210,09/08/2015 7:07 PM,09/08/2015 7:15 PM,4352happy,Firefox,40,Windows NT 10.0,1440x900,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,334.461,334.461,335.765,1,2.435,45.64,85.998,6,1,0,1,0,1,0,3,take opinion from person B.,give her better suggesion,3.834,7.216,8.163,6,5,5,5,4,4,4,3.225,5.52,6.583,3,4,3,4,3.206,12.48,13.462,12,4,5,5,4.66666667,5,4,5,4.66666667,4,4,4,5,Meeting/Work,,,,,,,3.483,18.153,19.188,6,1,2,7,33.7516022,-84.391502,NotRepeat,43.813,notoutlier,NotMeeting,NotMultitasken
R_1dAhOTMakOkIhhj,sidebyside,control,68.38.49.245,09/08/2015 7:11 PM,09/08/2015 7:17 PM,1371happy,Chrome,40.0.2214.93,Linux i686,1280x800,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",6.16,72.57,75.733,4,4.487,37.181,54.059,6,1,0,1,0,1,0,3,Person A did most of the talking and explaining,Person B was listening.,8.562,35.888,38.013,6,4,4,2,2,5,3,14.875,42.04,43.854,3,4,4,4,9.401,54.151,56.273,13,3,2,1,2,3,1,2,2,3,2,2.5,4,Meeting,,,,,,,2.139,25.305,26.764,6,1,3,2,39.8381043,-84.905403,NotRepeat,124.05,notoutlier,Meeting,NotMultitasken
R_R9N0CZ3Zs9cHzkl,sidebyside,control,208.31.49.58,09/08/2015 7:32 PM,09/08/2015 7:38 PM,3137happy,MSIE,11,Windows NT 6.3,1360x768,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; .NET4.0E; .NET4.0C; InfoPath.2; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; rv:11.0) like Gecko,10.284,48.126,143.991,2,4.192,22.513,45.666,5,1,0,1,0,0,-1,1,speaking,reafirming,1.51,3.565,4.553,6,4,3,5,4,4,5,0.89,1.65,2.36,3,3,5,4,1.394,5.386,5.923,10,4,4,4,4,4,3,3,3.33333333,3,4,3.5,3,Work,,,,,,,1.023,7.808,9.284,4,1,2,2,40.7111054,-73.946899,NotRepeat,22.76,notoutlier,NotMeeting,NotMultitasken
R_2740H9ufuDOYY5b,sidebyside,control,66.117.6.28,09/08/2015 9:08 PM,09/08/2015 9:13 PM,9764happy,Chrome,45.0.2454.85,Windows NT 6.2,1366x768,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",40.451,40.451,92.034,1,28.495,148.103,153.235,12,1,0,0,0,1,-1,1,follow,listen,1.604,7.161,7.942,7,4,5,5,4,5,5,1.546,2.799,3.444,3,4,3,4,2.139,7.319,8.391,8,5,4,4,4.33333333,4,5,5,4.66666667,4,4,4,5,Meeting/Work,,,,,,,3.662,15.269,17.052,3,1,2,1,34.1172943,-118.25999,NotRepeat,36.385,notoutlier,NotMeeting,NotMultitasken
R_3PhHiwe32s2QaxF,sidebyside,control,68.202.201.233,09/08/2015 9:40 PM,09/08/2015 9:45 PM,7556happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",8.228,65.386,70.158,5,10.102,60.507,63.963,7,1,0,1,0,1,0,3,Person A was explaining to person B what their task was.,Person B was listening to person A's instructions.,4.359,34.458,36.616,7,4,4,3,3,4,4,10.412,17.378,18.395,3,4,4,4,7.974,31.716,32.928,12,2,2,2,2,2,2,2,2,4,4,4,4,Meeting,,,,,,,1.724,9.135,9.777,5,2,2,4,28.5050049,-81.789703,NotRepeat,82.321,notoutlier,Meeting,NotMultitasken
R_VO5UQH5uOJj5qox,sidebyside,control,66.87.116.223,09/08/2015 10:29 PM,09/08/2015 10:38 PM,2672happy,Chrome,43.0.2357.92,Android 4.4.2,600x1024,"Mozilla/5.0 (Linux; Android 4.4.2; SM-T217S Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.92 Safari/537.36",0,0,284.256,0,6.082,33.602,61.506,3,1,-1,1,0,1,0,2,She was listing to what the girl was telling her about the locatyion,She was telling person A the different locations of the billboard,17.473,35.919,37.279,6,5,5,3,3,5,5,11.925,20.356,21.858,12,5,5,5,12.566,43.822,44.806,9,5,1,1,2.33333333,1,1,1,1,5,5,5,5,Meeting,,,,,,,2.208,10.57,12.56,3,2,3,6,40.671402,-73.936096,NotRepeat,106.645,notoutlier,Meeting,NotMultitasken
R_4N0x0GTFm4kJVkJ,sidebyside,control,216.164.17.210,09/08/2015 10:43 PM,09/08/2015 10:46 PM,2742happy,Chrome,45.0.2454.85,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.514,0,2.611,7.491,22.063,6,1,0,1,0,1,0,3,talking about potential spots,agreeing and nodding along,4.892,21.485,23.887,8,4,4,2,3,4,3,6.414,11.926,14.694,3,4,4,3,5.88,28.999,29.675,12,3,3,2,2.66666667,2,2,2,2,3,3,3,4,Meeting,,,,,,,0.965,7.357,8.198,3,1,2,6,40.6571045,-75.502998,NotRepeat,64.76,notoutlier,Meeting,NotMultitasken
R_27s9m7hiw9Clhnz,sidebyside,control,66.115.71.141,09/08/2015 11:08 PM,09/08/2015 11:14 PM,7610happy,Chrome,45.0.2454.85,Windows NT 10.0,1600x900,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",103.146,148.245,161.979,4,4.462,58.575,60.577,10,1,0,1,0,1,0,3,Describing three advertising locations and their pricing.,Listening to what person A was saying.,7.368,52.865,53.827,11,2,1,5,4,5,1,18.404,30.411,31.347,5,1,1,3,1.735,27.828,29.219,12,3,2,2,2.33333333,4,4,4,4,1,1,1,1,Meeting/Work,,,,,,,1.537,7.478,8.438,4,2,2,1,41.9414978,-76.778503,NotRepeat,96.484,notoutlier,NotMeeting,NotMultitasken
R_3Ddni8PGcSHk7SO,sidebyside,control,66.171.228.74,09/08/2015 4:19 PM,09/08/2015 4:29 PM,5709happy,Chrome,45.0.2454.85,Windows NT 5.1,1920x1080,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,78.313,0,62.259,209.658,210.842,7,1,0,1,0,1,0,3,Person A is the group leader. She is giving instructions and steps.,"Person B is listening to what the person is saying. She brings few opinions. She is a follower, not a leader.",2.781,39.258,40.418,13,5,4,3,3,5,2,182.935,194.031,194.596,3,4,2,4,10.296,43.125,44.711,11,2,2,2,2,5,3,3,3.66666667,3,4,3.5,4,Meeting,,,,,,,1.75,12.496,13.275,9,1,3,3,,,NotRepeat,101.404,notoutlier,Meeting,NotMultitasken
R_3pr80pzps8171RB,sidebyside,control,146.186.207.8,09/08/2015 6:57 PM,09/08/2015 7:00 PM,9472happy,Firefox,38,Windows NT 6.1,1920x1080,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,37.722,63.385,64.228,2,12.883,48.912,58.689,10,1,0,1,0,0,-1,1,Looked like she was reading off of something,Staring straight ahead into the camera,5.72,17.067,17.787,7,5,5,2,2,4,4,10.112,14.676,15.363,3,5,5,5,6.558,18.494,19.652,10,1,1,1,1,1,1,1,1,3,1,2,5,Meeting,,,,,,,1.086,5.936,6.923,3,1,3,2,,,NotRepeat,47.362,notoutlier,Meeting,NotMultitasken
R_w4peBj4PCGPcwKd,sidebyside,control,50.153.218.11,09/08/2015 6:57 PM,09/08/2015 7:02 PM,6845happy,Chrome,45.0.2454.84,Android 4.4.2,320x534,"Mozilla/5.0 (Linux; Android 4.4.2; LG-VS450PP Build/KOT49I.VS450PP1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",0,0,76.147,0,4.497,25.329,37.303,5,1,0,1,0,1,0,3,Talking,Couldnt see person b,4.71,25.292,26.247,6,4,4,3,2,5,3,7.206,13.079,13.982,3,3,3,2,12.603,30.392,31.436,9,4,4,4,4,5,3,4,4,4,2,3,4,Meeting/Work,,,,,,,1.054,7.398,8.494,3,2,3,4,,,NotRepeat,69.177,notoutlier,NotMeeting,NotMultitasken
R_1r66TbCNYjKe2ix,bigsmall,control,162.220.160.157,09/14/2015 6:16 PM,09/14/2015 6:25 PM,7872happy,Firefox,40,Windows NT 6.1,1280x800,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,88.355,0,6.903,189.813,192.381,18,1,0,1,-1,0,0,1,presenting the marketing campain offer -costs -and siting on chair,getting info from the agent and siting on chair,14.438,72.269,75.368,8,5,5,3,2,4,1,11.288,34.446,35.11,4,2,3,2,25.98,100.327,101.482,10,2,4,1,2.33333333,3,1,4,2.66666667,4,5,4.5,5,Meeting,,,,,,,2.252,23.997,25.567,4,1,3,3,40.789505,-74.056503,NotRepeat,206.417,notoutlier,Meeting,NotMultitasken
R_ZgytyKLpXofFInn,bigsmall,control,74.71.209.2,09/15/2015 1:35 AM,09/15/2015 1:42 AM,6307happy,Firefox,40,Windows NT 6.1,1280x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,5.545,61.203,75.698,5,118.225,161.154,161.506,5,1,0,1,0,0,-1,1,she explains something about positions,"she reponds ahja, haja, and haja",13.648,41.56,42.98,6,4,4,3,3,4,4,13.39,21.485,22.917,3,4,5,4,12.07,45.997,46.558,11,4,2,1,2.33333333,1,1,1,1,3,3,3,5,Meeting,,,,,,,2.009,10.337,13.16,3,1,2,2,40.6405945,-74.016899,NotRepeat,105.698,notoutlier,Meeting,NotMultitasken
R_3pmNPBzBu6T8ica,bigsmall,control,173.26.179.94,09/15/2015 3:49 AM,09/15/2015 3:52 AM,3712happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",3.294,74.337,75.567,2,2.828,10.34,25.198,5,1,-1,1,0,0,0,1,"sitting, nodding head","talking, describing locations",12.361,18.329,19.949,6,4,4,3,5,4,4,3.458,4.778,5.975,3,4,4,4,2.522,13.485,14.664,10,3,4,3,3.33333333,2,3,2,2.33333333,4,4,4,5,Meeting,,,,,,,1.359,5.675,8.348,3,2,3,3,43.1464996,-93.207497,NotRepeat,45.961,notoutlier,Meeting,NotMultitasken
R_1IcvfXR3TBrg0wG,bigsmall,control,50.184.60.102,09/15/2015 8:07 AM,09/15/2015 8:13 AM,6454happy,Firefox,40,Windows NT 10.0,1920x1080,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.222,0,3.468,18.892,54.197,5,1,0,1,0,0,-1,1,Person A talked about certain locations in a place,Person B talked a little bit and mainly listened and responded that she heard what Person A talked about,8.434,16.041,17.658,6,5,5,1,1,5,5,4.06,5.964,7.253,3,5,5,5,6.41,20.13,20.964,9,1,1,1,1,1,1,1,1,5,4,4.5,5,Meeting,,,,,,,1.35,3.774,5.189,3,1,2,1,37.2554932,-121.9245,NotRepeat,46.811,notoutlier,Meeting,NotMultitasken
R_ysGIuG8rbefnpcZ,bigsmall,control,50.118.172.196,09/15/2015 5:47 PM,09/15/2015 5:49 PM,8385happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,8.997,8.997,12.824,1,0.862,8.534,32.431,3,0,-1,1,0,1,0,1,magi a work,talking about he work,1.395,3.186,3.687,6,3,2,3,3,3,2,0.912,2.405,2.847,4,2,3,3,1.87,5.581,6.562,9,3,2,4,3,3,3,2,2.66666667,3,3,3,3,Work,,,,,,,0.766,9.014,9.831,5,1,2,4,37.3338013,-121.89149,NotRepeat,24.08,notoutlier,NotMeeting,NotMultitasken
R_RVW5ensI5liac6J,bigsmall,control,38.132.105.101,09/16/2015 3:41 AM,09/16/2015 3:57 AM,4437happy,Chrome,45.0.2454.85,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,88.923,0,39.119,681.446,689.533,6,1,0,1,-1,0,0,1,questioning to person B,answering to person A,2.936,5.374,7.309,6,4,4,5,3,4,5,4.241,5.698,6.846,3,5,5,5,5.833,25.653,27.053,8,5,5,5,5,5,4,5,4.66666667,5,4,4.5,5,Personal/Work,,,,,,,95.902,102.456,103.955,4,1,2,3,38,-97,NotRepeat,141.317,notoutlier,NotMeeting,NotMultitasken
R_2chJANyBwsH8lfP,bigsmall,control,67.248.253.125,09/15/2015 1:18 AM,09/15/2015 1:21 AM,2790happy,Chrome,45.0.2454.85,Windows NT 6.3,1280x720,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",9.369,21.003,116.228,2,2.609,4.081,12.992,2,1,0,1,0,0,-1,1,she was sitting and listening,she was mostly talking,3.51,14.772,15.173,8,4,5,1,1,5,5,2.774,8.092,8.866,6,2,4,5,6.451,18.337,18.627,18,3,3,1,2.33333333,1,1,1,1,4,4,4,5,Meeting,,,,,,,5.726,12.378,13.254,7,2,3,4,,,NotRepeat,53.054,notoutlier,Meeting,NotMultitasken
R_XoIKSCYtrYQe1I5,bigsmall,control,38.95.108.252,09/22/2015 5:06 PM,09/22/2015 5:09 PM,3689happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,79.622,0,11.172,38.004,44.515,4,1,-1,0,0,1,0,1,talking to person B,talking to person A,4.945,9.724,10.598,6,3,4,3,2,4,3,1.679,2.602,3.366,3,2,3,3,5.258,11.475,12.431,10,4,3,3,3.33333333,4,4,3,3.66666667,2,4,3,4,Personal,,,,,,,1.967,8.401,10.285,3,1,2,1,34.0522003,-118.2437,NotRepeat,36.314,notoutlier,NotMeeting,NotMultitasken
R_2cAi2C8MEV8SnUT,bigsmall,control,50.118.172.94,09/22/2015 5:29 PM,09/22/2015 5:32 PM,5370happy,Chrome,45.0.2454.99,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,71.997,0,6.328,11.791,27.528,4,1,0,1,-1,0,0,1,talking,listening,3.675,6.277,6.855,6,4,4,3,3,4,4,0.888,2.084,2.636,4,4,3,4,1.407,5.251,5.822,10,4,4,3,3.66666667,4,3,4,3.66666667,3,4,3.5,3,Personal/Work,,,,,,,1.481,16.757,18.387,3,1,3,2,37.3338013,-121.89149,NotRepeat,35.064,notoutlier,NotMeeting,NotMultitasken
R_1MQwmgOTnhBrIKl,bigsmall,control,129.49.162.230,09/22/2015 5:55 PM,09/22/2015 5:58 PM,8472happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,71.6,0,3.063,6.703,26.07,3,1,0,1,-1,0,0,1,Person A was talking about a project,Person B was mostly listening and not saying much,2.737,14.045,14.748,6,3,3,4,4,5,2,8.459,13.506,14.175,3,4,2,3,5.553,22.297,23.328,10,4,3,3,3.33333333,4,3,4,3.66666667,4,3,3.5,4,Personal,,,,,,,1.165,6.244,7.595,3,2,4,3,40.9223023,-72.6371,NotRepeat,48.671,notoutlier,NotMeeting,NotMultitasken
R_C1B3Z0LmrUUGTmx,bigsmall,control,108.178.173.218,09/15/2015 6:19 PM,09/15/2015 6:24 PM,1025happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1200,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.653,0,10.793,17.962,67.276,2,1,0,1,0,0,-1,1,A was doing most of the talking and she was very slow and very difficult to hear,"B was mostly listening and acknowledging A's statements with occasional ""OK's or uh huhs"".",5.667,23.417,24.187,6,5,4,2,2,4,4,7.725,16.863,17.75,4,4,4,4,5.565,22.52,23.315,9,1,1,1,1,1,1,1,1,3,1,2,5,Meeting,,,,,,,1.589,7.299,9.542,3,1,4,4,,,NotRepeat,61.044,notoutlier,Meeting,NotMultitasken
R_0IIGSg1RvgukgTL,bigsmall,control,137.112.170.78,09/22/2015 7:23 PM,09/22/2015 7:26 PM,7736happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",1.506,1.786,74.663,2,6.513,7.897,15.057,2,1,0,1,-1,0,0,1,nothong,no,0.914,3.792,4.709,6,3,3,4,4,3,3,0.602,2.394,2.895,5,4,4,4,1.343,5.245,5.951,7,4,4,3,3.66666667,3,4,3,3.33333333,4,4,4,4,Meeting,,,,,,,45.599,49.516,50.887,3,1,3,2,39.4662018,-87.314796,NotRepeat,66.547,notoutlier,Meeting,NotMultitasken
R_2cqsNkRf6PEsIGa,bigsmall,control,169.226.111.202,09/22/2015 8:07 PM,09/22/2015 8:19 PM,1690happy,Chrome,45.0.2454.93,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,590.209,0,10.35,22.354,22.765,3,1,0,0,-1,1,0,1,Answering questions,Asking questions,13.796,19.548,19.89,9,4,4,2,3,5,3,7.018,7.889,8.451,3,4,4,4,46.41,54.628,55.517,9,2,2,2,2,2,2,2,2,4,3,3.5,2,Meeting,,,,,,,1.164,6.682,7.509,5,2,2,4,42.6929016,-73.837997,NotRepeat,85.916,notoutlier,Meeting,NotMultitasken
R_2WJqH8PZYLJ40nH,bigsmall,control,184.5.70.0,09/22/2015 9:49 PM,09/22/2015 9:54 PM,2721happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,75.249,0,17.557,34.139,43.844,3,1,0,1,0,0,-1,1,Reading,Listening and answering,6.492,28.031,29.492,6,5,4,1,1,5,5,6.662,12.226,13.172,3,5,5,5,9.36,30.109,31.443,9,1,1,1,1,1,1,1,1,5,1,3,5,Meeting,,,,,,,2.638,12.913,14.784,3,2,4,2,31.0290985,-97.8535,NotRepeat,78.719,notoutlier,Meeting,NotMultitasken
R_3256mWSiVRWbxCH,bigsmall,control,98.95.176.23,09/22/2015 11:29 PM,09/22/2015 11:34 PM,3292happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,72.666,0,6.603,30.096,49.519,5,1,0,1,-1,0,0,1,Talking to a client about where to place advertisements,Not giving any helpful adivce just saying mmhmmm several times,10.17,21.804,33.243,8,1,1,2,2,5,1,9.509,11.925,12.801,3,1,1,1,5.878,29.089,30.443,13,4,2,2,2.66666667,4,2,4,3.33333333,1,2,1.5,2,Personal,,,,,,,1.144,5.71,7.481,3,1,2,1,32.367096,-90.358597,NotRepeat,74.167,notoutlier,NotMeeting,NotMultitasken
R_30bE0zmq6a5HmzA,bigsmall,control,76.243.97.115,09/22/2015 11:58 PM,09/23/2015 12:03 AM,4187happy,Chrome,45.0.2454.93,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",186.477,186.477,188.514,1,4.824,22.736,26.692,4,0,0,1,0,1,-1,1,speaking,listening,3.14,7.658,8.799,6,4,5,4,4,5,4,2.98,4.972,6.043,3,5,5,5,3.534,8.003,8.901,9,4,4,3,3.66666667,3,3,5,3.66666667,3,4,3.5,4,Personal/Work,,,,,,,0.984,7.447,8.49,5,2,4,5,42.5982971,-83.178497,NotRepeat,29.19,notoutlier,NotMeeting,NotMultitasken
R_1kFd7wzDKJSqaXL,bigsmall,control,63.141.26.134,09/23/2015 12:12 AM,09/23/2015 12:15 AM,8825happy,Chrome,45.0.2454.93,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,71.028,0,7.858,23.348,23.667,4,1,-1,1,0,0,0,1,Talking to Person B,Talking to person A,3.295,12.024,12.289,9,4,5,4,2,4,4,2.245,3.14,4.186,3,4,3,4,4.831,12.694,13.148,9,4,3,4,3.66666667,2,2,2,2,3,4,3.5,5,Work,,,,,,,0.943,2.955,4.006,3,1,2,1,42.1950073,-83.165001,NotRepeat,32.443,notoutlier,NotMeeting,NotMultitasken
R_PMo0UAwaVR3xugx,bigsmall,control,66.61.82.242,09/23/2015 12:42 AM,09/23/2015 12:48 AM,4839happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",24.348,94.669,96.544,2,14.741,147.707,149.795,8,1,-1,1,0,0,0,1,"person A, telling how effective the advertising for each place was","person B, was just agreeing",5.854,32.184,33.995,7,4,3,3,3,5,2,12.305,27.281,28.328,3,4,4,3,9.092,38.095,39.855,9,3,3,2,2.66666667,3,2,3,2.66666667,4,4,4,4,Meeting,,,,,,,1.866,13.722,16.086,3,2,4,1,41.1351929,-81.325996,NotRepeat,92.936,notoutlier,Meeting,NotMultitasken
R_DIyzUYgjNNtjZyV,bigsmall,control,108.59.8.208,09/23/2015 4:11 AM,09/23/2015 4:21 AM,6894happy,Chrome,45.0.2454.93,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",36.241,99.015,101.191,4,94.861,242.212,243.297,13,1,0,1,0,0,-1,1,talking about subjects,listening to the conversation,30.49,58.156,58.798,7,4,4,3,3,4,4,18.956,30.348,31.14,3,2,4,4,17.151,45.551,46.162,10,2,2,2,2,2,2,2,2,5,2,3.5,5,Meeting,,,,,,,1.855,16.231,17.086,6,1,2,6,37.9528961,-122.0225,NotRepeat,125.046,notoutlier,Meeting,NotMultitasken
